a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,y_true
0.09,0.88,0.22,1.0,0.26,0.65,0.16,0.31,0.0,0.05,0.33,0.01,0.66,0.0,1.0,0.03,2.0
0.68,0.94,0.67,0.75,1.0,1.0,0.39,0.7,0.0,0.42,0.2,0.0,0.97,0.25,0.33,0.65,8.0
1.0,0.93,0.72,1.0,0.3,0.96,0.0,0.71,0.22,0.64,0.59,0.52,0.5,0.18,0.17,0.0,5.0
0.83,0.61,0.96,0.97,0.5,1.0,0.54,0.66,1.0,0.62,0.92,0.21,0.49,0.0,0.0,0.03,9.0
0.0,0.96,0.23,0.46,0.91,0.55,0.8,1.0,0.49,0.94,1.0,0.59,0.81,0.07,0.15,0.0,9.0
0.02,0.64,0.31,0.33,0.47,0.03,0.0,0.0,0.03,0.39,0.08,0.74,0.54,0.89,1.0,1.0,5.0
0.42,0.7,0.54,1.0,0.85,0.91,0.63,0.6,0.32,0.33,0.0,0.07,0.47,0.0,1.0,0.02,2.0
0.5,0.89,0.52,1.0,0.0,0.67,0.23,0.45,0.96,0.48,1.0,0.76,0.6,0.39,0.38,0.0,4.0
0.0,0.67,0.53,0.82,1.0,1.0,0.86,0.84,0.75,0.63,0.67,0.42,0.63,0.21,0.55,0.0,1.0
0.0,0.43,0.26,0.68,0.7,1.0,0.73,0.8,0.67,0.41,0.55,0.03,0.27,0.0,1.0,0.0,1.0
1.0,1.0,0.58,0.95,0.2,0.71,0.0,0.43,0.07,0.13,0.58,0.0,0.97,0.21,0.54,0.33,6.0
0.07,1.0,0.0,0.73,0.57,0.81,0.49,0.8,0.76,0.52,1.0,0.23,0.65,0.0,0.01,0.02,9.0
0.14,0.91,0.0,0.96,0.56,1.0,1.0,0.9,0.87,0.66,0.62,0.44,0.35,0.22,0.1,0.0,7.0
0.0,0.78,0.23,0.91,0.61,0.97,1.0,1.0,0.87,0.75,0.78,0.5,0.71,0.24,0.68,0.0,7.0
0.69,0.45,1.0,0.75,0.66,1.0,0.09,0.82,0.0,0.48,0.65,0.53,0.98,0.38,0.87,0.0,9.0
0.46,0.48,1.0,0.74,0.87,1.0,0.1,0.86,0.3,0.68,0.9,0.58,0.43,0.29,0.0,0.0,9.0
0.16,0.71,0.29,1.0,0.61,0.81,0.52,0.44,0.24,0.12,0.0,0.02,0.5,0.05,1.0,0.0,2.0
0.07,0.54,0.0,0.89,0.71,1.0,1.0,0.83,0.71,0.45,0.45,0.06,0.32,0.0,0.67,0.21,7.0
0.53,0.64,1.0,0.88,0.52,1.0,0.29,0.66,0.6,0.27,0.3,0.0,0.0,0.24,0.46,0.53,8.0
0.0,0.77,0.58,0.73,0.82,1.0,0.15,0.94,0.38,0.74,1.0,0.71,0.8,0.35,0.67,0.0,9.0
0.23,0.89,0.68,1.0,1.0,0.88,0.68,0.67,0.63,0.45,0.9,0.25,0.5,0.08,0.0,0.0,3.0
0.0,0.56,0.32,0.78,0.78,0.98,1.0,1.0,0.85,0.75,0.76,0.5,0.73,0.24,0.76,0.0,1.0
0.0,0.86,0.33,1.0,0.6,0.81,0.58,0.59,0.96,0.44,1.0,0.14,0.62,0.0,0.2,0.06,3.0
0.93,1.0,0.24,0.77,0.09,0.56,1.0,0.53,0.96,0.8,0.74,0.73,0.39,0.36,0.0,0.0,4.0
0.53,1.0,0.05,0.8,0.0,0.63,0.6,0.64,1.0,0.79,0.79,0.57,0.55,0.26,0.31,0.0,4.0
1.0,1.0,0.66,0.89,0.48,0.75,0.34,0.6,0.17,0.45,0.1,0.3,0.03,0.15,0.0,0.0,1.0
0.31,0.86,0.95,1.0,0.66,0.95,0.1,0.77,0.56,0.63,1.0,0.44,0.62,0.15,0.0,0.0,5.0
0.19,0.75,0.64,0.99,1.0,1.0,0.48,0.9,0.05,0.63,0.53,0.51,0.47,0.02,0.0,0.0,5.0
0.36,0.63,0.52,1.0,0.52,0.48,0.29,0.06,0.0,0.0,0.3,0.15,0.65,0.03,1.0,0.01,2.0
0.0,0.52,0.03,0.57,0.47,0.79,0.9,1.0,1.0,0.88,0.79,0.59,0.6,0.3,0.6,0.0,1.0
0.0,0.73,0.4,0.98,0.58,1.0,0.55,0.64,0.58,0.27,0.24,0.03,0.43,0.0,1.0,0.04,1.0
0.86,1.0,0.56,0.99,0.19,0.67,0.0,0.25,0.31,0.0,0.81,0.15,1.0,0.53,0.78,0.93,0.0
0.46,0.66,1.0,0.82,0.59,1.0,0.0,0.8,0.41,0.64,0.94,0.56,0.62,0.27,0.24,0.0,9.0
0.31,0.94,1.0,1.0,0.66,0.96,0.05,0.79,0.0,0.5,0.69,0.37,0.92,0.1,0.22,0.0,5.0
1.0,1.0,0.81,0.99,0.48,0.74,0.19,0.47,0.0,0.15,0.3,0.0,0.51,0.25,0.08,0.29,6.0
1.0,1.0,0.66,0.85,0.37,0.69,0.14,0.51,0.0,0.32,0.0,0.12,0.31,0.0,0.34,0.11,6.0
0.56,0.94,0.97,1.0,0.49,0.85,0.35,0.54,0.83,0.42,1.0,0.21,0.53,0.02,0.0,0.0,5.0
0.0,0.0,0.36,0.09,0.69,0.28,0.91,0.51,1.0,0.78,0.81,1.0,0.47,0.86,0.64,0.63,9.0
0.29,0.8,0.62,1.0,0.74,0.63,0.52,0.26,0.04,0.08,0.0,0.3,0.56,0.25,1.0,0.0,2.0
0.08,0.65,0.0,0.92,0.47,0.97,1.0,1.0,0.75,0.77,0.53,0.52,0.37,0.25,0.41,0.0,7.0
0.0,0.52,0.23,0.0,0.79,0.05,1.0,0.58,0.59,0.6,0.74,0.64,0.79,1.0,0.27,0.74,0.0
0.0,0.2,0.38,0.56,0.46,1.0,0.06,0.81,0.58,0.56,1.0,0.24,0.5,0.0,0.07,0.15,8.0
0.0,0.73,0.21,0.92,0.57,1.0,0.79,0.84,0.74,0.61,0.68,0.38,0.71,0.15,1.0,0.0,2.0
0.68,0.93,1.0,1.0,0.97,0.76,0.72,0.57,0.43,0.38,0.13,0.21,0.0,0.01,0.39,0.0,2.0
0.29,1.0,0.12,0.82,0.0,0.62,0.01,0.41,0.31,0.32,0.64,0.29,0.93,0.2,1.0,0.0,4.0
0.16,0.38,0.67,0.29,0.43,0.0,0.22,0.25,0.66,0.57,1.0,0.94,0.5,1.0,0.0,0.74,8.0
0.3,0.58,0.79,0.91,1.0,1.0,0.88,0.6,0.79,0.2,0.16,0.0,0.0,0.01,0.86,0.02,1.0
0.71,0.84,0.25,1.0,0.0,0.69,0.56,0.66,0.76,0.74,1.0,0.36,0.66,0.05,0.07,0.0,9.0
0.09,0.8,0.56,1.0,1.0,0.87,0.88,0.51,0.51,0.23,0.0,0.04,0.29,0.04,0.88,0.0,2.0
0.0,0.61,0.22,0.89,0.59,1.0,0.72,0.73,0.53,0.42,0.31,0.12,0.58,0.0,1.0,0.04,2.0
0.0,0.93,0.41,1.0,0.62,0.75,0.44,0.39,0.26,0.03,0.05,0.0,0.29,0.19,1.0,0.28,7.0
0.53,0.81,0.86,1.0,0.98,0.69,0.83,0.37,0.52,0.09,0.0,0.03,0.47,0.0,1.0,0.02,2.0
0.69,1.0,0.25,0.86,0.0,0.55,1.0,0.58,0.84,0.86,0.52,0.89,0.51,0.39,0.45,0.0,4.0
0.0,0.91,0.41,1.0,1.0,0.94,0.74,0.62,0.45,0.31,0.15,0.0,0.04,0.16,0.47,0.32,7.0
0.33,0.63,0.52,1.0,0.46,0.8,0.41,0.39,0.29,0.0,0.0,0.01,0.49,0.02,1.0,0.0,1.0
0.14,0.57,0.56,0.78,1.0,1.0,0.98,0.9,0.82,0.62,0.75,0.35,0.63,0.08,0.0,0.0,1.0
0.0,0.71,0.26,1.0,0.47,0.69,0.31,0.31,0.01,0.0,0.0,0.07,0.5,0.07,1.0,0.05,2.0
0.24,0.86,0.22,1.0,0.76,0.9,0.49,0.64,0.57,0.5,1.0,0.27,0.7,0.01,0.0,0.0,3.0
0.7,0.63,0.93,0.98,0.0,1.0,0.03,0.62,0.99,0.68,1.0,0.7,0.53,0.31,0.26,0.0,9.0
0.0,0.66,0.03,0.93,0.52,1.0,1.0,0.91,0.84,0.65,0.45,0.46,0.27,0.21,0.65,0.0,3.0
1.0,0.84,0.78,1.0,0.69,0.82,0.87,0.83,0.8,0.51,0.77,0.17,0.45,0.0,0.0,0.08,9.0
1.0,0.94,0.72,1.0,0.49,0.93,0.44,0.64,0.68,0.53,0.55,0.29,0.29,0.13,0.0,0.0,5.0
0.13,0.71,0.38,1.0,0.63,0.82,0.38,0.47,0.0,0.21,0.08,0.2,0.54,0.0,1.0,0.14,2.0
0.42,0.73,0.53,1.0,0.94,0.83,0.79,0.49,0.43,0.21,0.0,0.0,0.47,0.1,1.0,0.14,2.0
1.0,0.88,1.0,1.0,0.76,0.73,0.52,0.44,0.4,0.16,0.8,0.0,0.56,0.2,0.0,0.01,6.0
1.0,0.94,0.51,0.83,0.0,0.76,0.4,1.0,0.8,0.96,0.58,0.61,0.29,0.3,0.08,0.0,9.0
0.82,0.95,0.26,0.9,0.9,0.75,0.52,1.0,0.27,0.81,1.0,0.63,0.67,0.25,0.0,0.0,9.0
0.37,0.67,0.84,1.0,0.51,0.8,0.24,0.41,0.32,0.0,1.0,0.04,0.69,0.28,0.0,0.13,6.0
0.53,1.0,0.36,0.91,0.15,0.55,0.1,0.17,0.61,0.0,1.0,0.21,0.59,0.5,0.0,0.61,6.0
0.46,0.73,0.8,1.0,0.7,0.86,0.61,0.46,0.45,0.08,0.0,0.0,0.47,0.04,1.0,0.07,1.0
0.21,0.94,0.44,0.73,1.0,1.0,0.13,1.0,0.16,0.8,0.61,0.66,0.23,0.33,0.0,0.0,9.0
0.81,0.96,0.39,1.0,0.13,0.71,0.13,0.39,0.76,0.44,1.0,0.16,0.44,0.0,0.0,0.06,5.0
0.0,0.72,0.09,1.0,0.68,0.94,0.74,0.63,0.49,0.34,0.06,0.09,0.3,0.0,1.0,0.01,2.0
0.45,1.0,0.09,0.76,0.4,0.64,1.0,0.7,0.76,0.79,0.53,0.53,0.25,0.26,0.0,0.0,4.0
0.19,0.63,0.58,1.0,0.52,0.74,0.47,0.27,0.91,0.0,1.0,0.05,0.25,0.08,0.0,0.09,1.0
0.47,1.0,0.88,0.93,1.0,0.74,0.63,0.61,0.46,0.43,0.59,0.21,0.42,0.04,0.0,0.0,3.0
0.0,0.51,0.33,0.75,0.68,1.0,0.51,0.85,0.53,0.59,0.58,0.33,0.65,0.07,1.0,0.0,1.0
0.29,1.0,0.0,0.75,0.53,0.54,1.0,0.3,0.78,0.0,0.56,0.25,0.66,0.63,0.15,0.71,8.0
0.2,0.65,0.43,0.94,0.76,1.0,0.58,0.64,0.44,0.27,0.0,0.01,0.18,0.04,1.0,0.0,1.0
0.1,0.81,0.61,1.0,1.0,0.76,0.64,0.38,0.35,0.0,0.83,0.1,0.51,0.48,0.0,0.76,8.0
1.0,0.76,0.52,1.0,0.0,0.71,0.53,0.37,0.64,0.0,0.37,0.23,0.75,0.59,0.88,0.85,8.0
1.0,1.0,0.0,0.86,0.0,0.72,0.0,0.57,0.0,0.43,0.0,0.28,0.5,0.14,0.5,0.0,1.0
0.23,1.0,0.25,0.91,0.0,0.53,0.19,0.42,0.92,0.62,0.88,0.62,0.97,0.23,1.0,0.0,4.0
0.61,1.0,1.0,0.84,0.84,0.62,0.37,0.53,0.71,0.39,0.87,0.15,0.47,0.0,0.0,0.04,3.0
0.0,0.61,0.07,0.11,0.49,0.0,0.87,0.28,1.0,0.78,0.62,1.0,0.25,0.72,0.16,0.2,0.0
0.76,1.0,1.0,0.94,0.88,0.77,0.76,0.61,0.6,0.46,0.4,0.3,0.2,0.14,0.0,0.0,1.0
0.0,0.97,0.32,0.99,0.67,0.99,1.0,1.0,0.78,0.77,0.58,0.51,0.43,0.22,0.45,0.0,7.0
0.53,0.96,0.98,1.0,1.0,0.85,0.67,0.68,0.71,0.45,0.78,0.22,0.45,0.06,0.0,0.0,3.0
0.0,0.65,0.51,0.62,0.69,1.0,0.6,0.66,0.58,0.25,1.0,0.09,0.51,0.02,0.1,0.0,1.0
0.49,0.82,0.06,1.0,0.0,0.65,0.19,0.27,0.15,0.0,0.08,0.38,0.48,0.62,1.0,0.68,8.0
0.1,0.71,0.57,1.0,0.91,0.76,0.65,0.37,0.3,0.0,0.0,0.11,0.3,0.31,1.0,0.33,7.0
0.29,0.73,0.56,1.0,0.68,0.71,0.45,0.38,0.11,0.12,0.0,0.08,0.5,0.06,1.0,0.0,2.0
1.0,1.0,0.75,0.79,0.4,0.6,0.0,0.43,0.17,0.31,0.6,0.41,0.31,0.21,0.17,0.0,4.0
0.39,0.73,0.76,1.0,0.22,0.79,0.5,0.43,0.69,0.06,0.0,0.0,0.26,0.3,1.0,0.52,8.0
0.28,0.76,0.8,0.85,0.44,1.0,0.48,0.85,1.0,0.71,0.96,0.37,0.51,0.15,0.0,0.0,9.0
0.0,0.75,0.33,0.89,0.77,1.0,0.79,0.72,0.61,0.37,0.55,0.0,0.55,0.2,1.0,0.27,7.0
0.24,0.96,0.84,0.99,1.0,1.0,0.25,0.93,0.28,0.57,0.93,0.36,0.73,0.0,0.0,0.01,5.0
0.26,0.88,0.55,1.0,0.86,0.69,0.78,0.31,0.67,0.0,1.0,0.33,0.66,0.45,0.0,0.45,7.0
0.77,1.0,0.0,0.87,0.36,0.41,0.6,0.0,0.06,0.19,0.7,0.56,1.0,0.97,0.12,0.9,8.0
0.96,0.43,0.63,0.0,0.01,0.07,0.0,0.57,0.38,1.0,1.0,0.94,0.81,0.45,0.36,0.07,0.0
0.01,0.8,0.0,0.73,0.22,0.99,0.71,1.0,1.0,0.98,0.83,0.65,0.67,0.32,0.55,0.0,7.0
1.0,0.76,0.73,1.0,0.18,0.95,0.11,0.66,0.66,0.65,0.74,0.48,0.49,0.16,0.0,0.0,9.0
1.0,1.0,0.88,0.93,0.45,0.71,0.0,0.48,0.78,0.45,0.75,0.48,0.45,0.24,0.32,0.0,4.0
0.54,0.85,0.94,1.0,0.96,0.61,0.79,0.22,0.84,0.0,1.0,0.32,0.53,0.52,0.0,0.58,8.0
0.0,0.62,0.18,0.98,0.56,1.0,0.42,0.6,0.14,0.25,0.11,0.0,0.55,0.06,1.0,0.12,2.0
0.0,1.0,0.07,0.92,0.05,0.68,0.19,0.45,0.86,0.34,1.0,0.45,0.74,0.23,0.67,0.0,4.0
1.0,1.0,0.56,0.8,0.26,0.55,0.01,0.27,0.11,0.0,0.69,0.04,0.5,0.19,0.0,0.14,6.0
0.72,0.77,0.97,1.0,1.0,0.73,0.74,0.42,0.4,0.16,0.0,0.0,0.36,0.06,0.82,0.04,2.0
0.04,0.25,0.68,0.64,0.33,0.97,0.0,0.36,0.38,0.0,1.0,0.43,0.96,1.0,0.22,0.85,0.0
0.4,0.74,0.87,0.93,1.0,1.0,0.81,0.73,0.79,0.47,0.64,0.2,0.15,0.0,0.0,0.06,1.0
0.0,0.55,0.23,0.9,0.35,1.0,0.28,0.51,0.11,0.08,0.05,0.0,0.52,0.01,1.0,0.01,1.0
0.06,0.48,0.32,0.77,0.75,1.0,1.0,0.79,0.73,0.51,0.33,0.26,0.0,0.01,0.62,0.0,2.0
0.36,0.66,0.71,1.0,0.62,0.7,0.48,0.23,0.21,0.0,0.0,0.05,0.5,0.08,1.0,0.1,1.0
0.27,1.0,0.08,0.73,0.0,0.45,0.11,0.17,0.51,0.0,1.0,0.03,0.82,0.2,0.37,0.09,6.0
0.95,0.96,0.56,0.84,0.0,0.47,0.57,0.39,1.0,0.55,0.93,1.0,0.86,0.48,0.81,0.0,4.0
0.47,0.65,0.63,1.0,0.77,0.72,0.49,0.31,0.11,0.01,0.0,0.0,0.5,0.01,1.0,0.03,2.0
1.0,0.95,0.52,0.99,0.0,1.0,0.18,0.68,0.7,0.65,0.82,0.28,0.42,0.0,0.01,0.07,5.0
0.0,0.91,0.47,0.7,0.62,1.0,0.43,0.78,0.91,0.7,1.0,0.3,0.68,0.0,0.29,0.12,9.0
0.21,0.57,0.43,1.0,0.44,0.79,0.36,0.3,0.0,0.02,0.05,0.03,0.53,0.01,1.0,0.0,1.0
0.0,0.87,0.42,1.0,1.0,0.94,0.87,0.73,0.67,0.53,0.64,0.32,0.69,0.11,0.22,0.0,3.0
0.01,0.55,0.07,1.0,0.3,0.92,0.2,0.45,0.0,0.04,0.23,0.0,0.61,0.1,1.0,0.12,2.0
0.13,1.0,0.0,0.71,0.37,0.5,1.0,0.56,0.9,0.76,0.8,0.61,0.81,0.3,0.88,0.0,4.0
0.45,1.0,0.53,0.65,1.0,0.98,0.22,0.98,0.45,0.71,0.85,0.69,0.81,0.13,0.0,0.0,9.0
0.03,0.7,0.0,0.96,0.47,1.0,1.0,0.97,0.74,0.73,0.51,0.49,0.4,0.23,0.62,0.0,7.0
0.21,0.74,0.43,1.0,0.52,0.64,0.32,0.28,0.0,0.06,0.22,0.03,0.61,0.0,1.0,0.01,2.0
0.3,0.97,0.82,1.0,0.65,0.67,0.19,0.87,0.81,0.83,1.0,0.39,0.68,0.0,0.0,0.16,9.0
0.39,0.62,0.78,0.88,0.79,1.0,0.57,0.64,0.38,0.3,0.0,0.0,0.34,0.04,1.0,0.0,1.0
0.28,0.58,0.25,0.97,0.68,1.0,0.69,0.59,0.44,0.22,0.0,0.0,0.47,0.1,1.0,0.01,2.0
0.36,0.63,0.0,0.67,0.53,0.84,1.0,1.0,0.83,0.74,0.66,0.47,0.53,0.21,0.51,0.0,1.0
1.0,0.9,0.75,1.0,0.42,0.81,0.63,0.51,0.97,0.29,0.85,0.04,0.42,0.0,0.0,0.04,5.0
0.08,0.77,0.39,0.95,0.86,1.0,1.0,0.8,0.68,0.59,0.73,0.35,0.4,0.15,0.0,0.0,3.0
0.96,0.66,0.62,1.0,0.32,0.69,0.74,0.62,0.89,0.56,1.0,0.1,0.5,0.0,0.0,0.1,9.0
0.46,0.85,0.36,0.68,0.84,0.79,0.42,1.0,0.79,0.65,1.0,0.23,0.53,0.0,0.0,0.08,9.0
0.0,0.7,0.53,0.88,0.64,1.0,0.62,0.78,0.7,0.57,0.83,0.36,1.0,0.14,0.98,0.0,1.0
0.4,0.93,0.0,0.99,0.5,1.0,1.0,0.99,0.82,0.88,0.64,0.6,0.55,0.3,0.55,0.0,7.0
0.0,0.61,0.35,0.82,0.9,1.0,1.0,0.93,0.69,0.71,0.44,0.47,0.23,0.24,0.08,0.0,1.0
0.1,0.55,0.33,0.86,0.95,1.0,0.88,0.7,0.48,0.43,0.0,0.18,0.28,0.0,1.0,0.02,2.0
0.34,1.0,0.0,0.75,0.0,0.41,0.25,0.09,0.84,0.0,1.0,0.33,0.73,0.65,0.16,0.71,0.0
0.1,0.77,0.0,0.52,0.3,1.0,0.31,1.0,0.44,0.44,0.18,0.0,0.21,0.08,1.0,0.12,1.0
0.61,0.92,1.0,1.0,0.74,0.85,0.55,0.51,0.92,0.36,0.78,0.02,0.38,0.0,0.0,0.11,5.0
0.47,0.63,0.01,0.67,0.0,0.88,0.45,1.0,0.9,0.9,1.0,0.59,0.81,0.28,0.55,0.0,9.0
0.0,0.95,0.03,0.97,0.69,1.0,1.0,1.0,0.52,0.8,0.23,0.55,0.16,0.26,0.34,0.0,7.0
0.79,0.9,0.61,1.0,0.26,0.73,0.44,0.6,0.97,0.5,1.0,0.17,0.51,0.0,0.0,0.08,5.0
0.37,0.55,1.0,0.72,0.94,1.0,0.52,0.75,0.57,0.37,0.57,0.0,0.0,0.02,0.09,0.36,8.0
0.01,0.92,0.71,1.0,1.0,0.72,0.66,0.35,0.27,0.0,0.76,0.28,0.72,0.52,0.0,0.56,7.0
0.26,0.97,0.29,1.0,0.75,0.99,1.0,0.83,0.82,0.61,0.56,0.39,0.27,0.2,0.0,0.0,7.0
0.0,0.96,0.45,1.0,1.0,0.99,0.79,0.83,0.6,0.63,0.45,0.42,0.36,0.21,0.33,0.0,7.0
0.56,0.87,0.91,1.0,0.81,0.72,0.61,0.58,1.0,0.41,0.87,0.12,0.38,0.0,0.0,0.12,3.0
0.02,0.74,0.05,0.95,0.7,1.0,1.0,0.89,0.66,0.67,0.31,0.45,0.0,0.22,0.02,0.0,7.0
0.0,0.74,0.29,1.0,0.37,0.94,0.3,0.62,0.23,0.3,0.12,0.0,0.47,0.1,1.0,0.12,1.0
0.0,0.34,0.16,0.54,0.51,0.77,0.89,1.0,0.86,0.75,0.73,0.5,0.7,0.24,1.0,0.0,1.0
0.57,0.96,1.0,1.0,0.81,0.95,0.4,0.85,0.3,0.6,0.57,0.32,0.4,0.03,0.0,0.0,5.0
0.0,0.83,0.13,1.0,0.43,0.8,0.29,0.51,0.02,0.25,0.03,0.01,0.51,0.0,1.0,0.04,2.0
0.0,0.93,0.7,1.0,1.0,0.88,0.95,0.7,0.75,0.52,0.7,0.34,0.55,0.17,0.45,0.0,1.0
0.77,0.93,0.35,0.77,0.83,0.37,0.72,0.0,0.0,0.18,0.37,0.6,1.0,0.94,0.75,1.0,8.0
0.0,0.41,0.5,0.71,0.91,1.0,0.74,0.59,0.65,0.16,0.17,0.0,0.27,0.04,1.0,0.05,1.0
1.0,0.91,0.58,1.0,0.32,0.75,0.77,0.87,0.77,0.76,0.52,0.43,0.28,0.1,0.0,0.0,9.0
0.22,0.53,0.76,0.7,1.0,1.0,0.39,0.99,0.0,0.71,0.53,0.61,0.67,0.31,0.4,0.0,9.0
0.0,0.75,0.29,0.79,0.71,0.91,1.0,1.0,0.82,0.74,0.68,0.48,0.57,0.21,0.58,0.0,1.0
1.0,1.0,0.14,0.9,0.74,0.55,0.79,0.97,0.37,0.62,0.0,0.39,0.36,0.0,0.39,0.44,8.0
0.66,1.0,1.0,0.94,0.91,0.69,0.69,0.47,0.95,0.24,0.74,0.02,0.36,0.0,0.0,0.09,3.0
0.49,1.0,0.19,0.91,0.31,0.54,0.36,0.15,0.0,0.0,0.07,0.36,0.51,0.63,1.0,0.87,8.0
0.04,0.64,0.27,1.0,0.31,0.83,0.26,0.39,0.0,0.08,0.05,0.03,0.52,0.02,1.0,0.0,1.0
1.0,0.74,0.69,1.0,0.16,0.88,0.47,0.76,1.0,0.74,0.91,0.37,0.54,0.08,0.0,0.0,9.0
0.73,0.85,0.31,0.65,0.0,0.0,0.52,0.09,1.0,0.57,0.82,1.0,0.81,0.78,0.38,0.25,0.0
0.26,0.9,0.75,0.74,0.7,1.0,0.0,0.85,0.83,0.8,1.0,0.52,0.61,0.2,0.09,0.0,9.0
0.13,0.69,0.78,1.0,1.0,0.73,0.59,0.36,0.11,0.0,0.87,0.11,0.87,0.45,0.0,0.69,8.0
1.0,0.86,0.71,1.0,0.32,0.9,0.12,0.61,0.5,0.58,0.63,0.27,0.4,0.0,0.0,0.02,5.0
0.14,0.73,0.52,1.0,0.66,0.98,0.5,0.55,0.35,0.12,0.0,0.07,0.5,0.03,1.0,0.0,1.0
1.0,1.0,0.79,0.92,0.36,0.73,0.04,0.51,0.52,0.49,0.54,0.46,0.24,0.24,0.0,0.0,4.0
0.12,0.54,0.3,1.0,0.62,0.87,0.43,0.39,0.03,0.07,0.0,0.01,0.5,0.0,1.0,0.04,2.0
0.74,0.69,1.0,1.0,0.84,0.86,0.7,0.51,0.47,0.19,0.0,0.0,0.36,0.07,0.98,0.1,1.0
