a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,y_true
1.0,1.0,0.77,0.99,0.42,0.76,0.16,0.5,0.0,0.2,0.28,0.0,0.65,0.17,0.25,0.3,6
0.0,0.91,0.44,1.0,0.79,0.74,0.64,0.37,0.53,0.0,0.27,0.23,0.4,0.38,1.0,0.39,7
0.36,0.86,0.3,0.7,0.78,0.35,0.55,0.0,0.0,0.21,0.62,0.53,1.0,0.89,0.09,1.0,8
0.74,0.76,0.31,0.6,0.0,0.76,0.37,1.0,0.85,0.94,1.0,0.6,0.86,0.27,0.54,0.0,9
0.62,1.0,0.22,0.78,0.0,0.44,0.02,0.06,0.48,0.0,0.88,0.24,1.0,0.6,0.63,0.8,0
0.34,0.66,0.65,1.0,0.62,0.99,0.55,0.61,0.44,0.23,0.0,0.0,0.21,0.03,1.0,0.02,1
0.35,0.76,0.55,1.0,0.72,0.7,0.43,0.33,0.0,0.09,0.15,0.13,0.64,0.0,1.0,0.13,2
0.0,0.7,0.14,0.97,0.66,1.0,1.0,0.79,0.66,0.55,0.94,0.27,0.9,0.0,0.41,0.02,3
1.0,1.0,0.65,0.78,0.29,0.57,0.0,0.34,0.57,0.39,0.77,0.51,0.58,0.26,0.51,0.0,4
0.63,1.0,0.29,0.83,0.1,0.5,0.19,0.16,0.67,0.0,1.0,0.19,0.48,0.31,0.0,0.19,6
0.81,0.85,0.34,1.0,0.4,0.66,0.6,0.3,0.26,0.0,0.0,0.22,0.47,0.51,1.0,0.78,8
0.58,0.81,0.49,0.74,0.85,0.95,0.38,1.0,0.88,0.73,1.0,0.35,0.67,0.0,0.0,0.0,9
0.22,0.7,0.64,0.98,0.59,1.0,0.52,0.62,0.39,0.25,0.0,0.0,0.23,0.04,1.0,0.05,1
0.13,0.74,0.4,1.0,0.7,0.77,0.46,0.42,0.09,0.15,0.0,0.03,0.5,0.01,1.0,0.0,2
1.0,1.0,0.55,0.93,0.17,0.74,0.0,0.53,0.57,0.47,0.84,0.43,0.55,0.22,0.29,0.0,4
0.67,1.0,0.27,0.75,0.0,0.44,0.15,0.11,0.73,0.03,1.0,0.25,0.4,0.25,0.03,0.0,6
0.6,0.9,0.26,0.82,0.49,0.39,0.35,0.0,0.0,0.23,0.56,0.54,1.0,0.9,0.37,1.0,8
0.29,0.97,0.0,0.57,0.22,0.1,0.68,0.0,1.0,0.4,0.83,0.9,0.37,1.0,0.12,0.57,0
0.0,0.78,0.5,0.86,1.0,1.0,0.85,0.8,0.73,0.6,0.58,0.4,0.5,0.19,0.31,0.0,1
0.27,0.7,0.6,1.0,0.94,0.88,0.73,0.52,0.39,0.2,0.0,0.0,0.45,0.18,1.0,0.04,2
0.51,1.0,0.14,0.84,0.0,0.53,0.6,0.47,1.0,0.69,0.78,0.61,0.5,0.31,0.37,0.0,4
1.0,1.0,0.52,0.92,0.2,0.65,0.0,0.36,0.12,0.06,0.71,0.0,0.9,0.24,0.34,0.25,6
0.0,0.94,0.45,1.0,0.75,0.76,0.61,0.38,0.52,0.0,0.93,0.14,1.0,0.38,0.37,0.41,7
1.0,1.0,0.43,0.95,0.56,0.56,0.59,0.17,0.0,0.0,0.17,0.34,0.65,0.65,0.72,0.95,8
0.68,0.76,0.75,1.0,0.33,0.82,0.78,0.74,0.75,0.55,1.0,0.23,0.55,0.04,0.0,0.0,9
0.58,0.85,0.14,0.54,0.35,0.02,1.0,0.58,0.65,1.0,0.21,0.48,0.6,0.64,0.0,0.0,0
0.0,0.78,0.38,1.0,1.0,0.96,0.93,0.69,0.57,0.45,0.15,0.21,0.18,0.03,0.85,0.0,2
0.0,0.89,0.46,1.0,1.0,0.98,0.84,0.78,0.51,0.58,0.71,0.35,0.5,0.14,0.05,0.0,3
0.57,1.0,1.0,1.0,0.53,0.91,0.22,0.66,0.67,0.48,0.91,0.2,0.5,0.0,0.0,0.08,5
0.64,1.0,0.53,0.87,0.2,0.59,0.0,0.28,0.24,0.0,0.85,0.0,1.0,0.26,0.41,0.33,6
0.0,0.88,0.47,1.0,1.0,0.94,0.97,0.62,0.75,0.31,0.52,0.0,0.38,0.22,0.58,0.43,7
0.49,0.92,0.37,0.76,0.62,0.35,0.3,0.0,0.0,0.28,0.52,0.59,1.0,0.91,0.42,1.0,8
0.28,0.76,0.8,0.85,0.44,1.0,0.48,0.85,1.0,0.71,0.96,0.37,0.51,0.15,0.0,0.0,9
0.49,0.92,0.08,0.61,0.0,0.16,0.56,0.0,0.97,0.35,1.0,0.81,0.51,1.0,0.28,0.6,0
0.16,0.68,0.37,1.0,0.63,0.9,0.45,0.48,0.16,0.11,0.0,0.01,0.5,0.0,1.0,0.08,2
1.0,1.0,0.69,0.76,0.33,0.52,0.0,0.27,0.58,0.33,0.87,0.53,0.56,0.28,0.38,0.0,4
0.42,0.76,0.79,1.0,0.86,0.89,0.45,0.64,0.6,0.42,1.0,0.2,0.56,0.0,0.0,0.02,5
1.0,1.0,0.85,0.97,0.65,0.65,0.49,0.33,0.46,0.0,0.86,0.1,0.47,0.24,0.0,0.19,6
0.53,0.6,0.85,0.83,0.48,1.0,0.0,0.79,0.46,0.7,1.0,0.57,0.81,0.28,0.54,0.0,9
1.0,0.47,0.85,0.86,0.43,1.0,0.07,0.73,0.0,0.28,0.31,0.0,0.7,0.22,0.78,0.61,0
0.0,0.67,0.38,0.84,0.84,1.0,1.0,0.95,0.81,0.71,0.64,0.48,0.48,0.23,0.38,0.0,1
0.29,0.73,0.57,1.0,0.97,0.87,0.81,0.51,0.45,0.24,0.0,0.03,0.45,0.02,1.0,0.0,2
0.43,0.84,0.76,1.0,1.0,0.78,0.62,0.55,0.83,0.43,0.99,0.14,0.53,0.0,0.0,0.07,3
0.31,1.0,0.17,0.75,0.0,0.44,0.02,0.15,0.6,0.2,1.0,0.43,0.8,0.31,0.8,0.0,4
1.0,1.0,0.54,0.92,0.19,0.77,0.12,0.53,0.58,0.56,0.73,0.27,0.43,0.01,0.0,0.0,5
0.0,0.93,0.44,1.0,0.78,0.72,0.68,0.33,0.39,0.0,0.2,0.24,0.52,0.44,1.0,0.46,7
0.23,0.78,0.51,1.0,1.0,0.78,0.7,0.4,0.4,0.0,0.78,0.02,0.37,0.37,0.0,0.74,8
0.89,0.81,0.49,1.0,0.0,0.84,0.39,0.68,1.0,0.75,0.94,0.54,0.84,0.24,0.51,0.0,9
0.13,0.82,0.53,0.9,1.0,1.0,0.85,0.79,0.66,0.59,0.47,0.39,0.25,0.19,0.0,0.0,1
0.0,0.75,0.23,0.96,0.68,1.0,1.0,0.86,0.72,0.62,0.77,0.33,0.5,0.12,0.1,0.0,3
0.74,1.0,0.82,0.86,0.37,0.63,0.0,0.39,0.76,0.41,1.0,0.47,0.61,0.24,0.21,0.0,4
1.0,0.99,0.68,1.0,0.47,0.74,0.52,0.52,0.81,0.42,0.63,0.14,0.3,0.0,0.0,0.16,5
0.78,1.0,0.6,0.77,1.0,0.93,0.54,0.84,0.66,0.59,0.86,0.34,0.7,0.09,0.0,0.0,9
0.0,0.8,0.35,0.84,0.84,1.0,1.0,0.89,0.82,0.67,0.63,0.44,0.41,0.22,0.22,0.0,1
0.45,0.74,0.45,0.96,0.9,1.0,0.76,0.62,0.46,0.28,0.0,0.0,0.38,0.18,1.0,0.02,2
0.32,0.94,0.7,1.0,1.0,0.94,0.71,0.76,0.51,0.55,0.53,0.3,0.37,0.1,0.0,0.0,3
0.22,1.0,0.0,0.81,0.4,0.6,1.0,0.66,0.91,0.99,0.64,0.67,0.46,0.34,0.34,0.0,4
0.93,0.93,0.6,1.0,0.19,0.71,0.0,0.39,0.23,0.08,1.0,0.09,0.86,0.26,0.38,0.0,6
0.0,0.96,0.47,0.95,1.0,1.0,0.71,0.73,0.52,0.37,0.41,0.0,0.26,0.2,0.52,0.33,7
0.42,0.84,0.8,0.85,0.52,1.0,0.67,0.81,1.0,0.57,0.85,0.22,0.44,0.05,0.0,0.0,9
0.78,0.83,0.2,0.58,0.27,0.0,1.0,0.5,0.61,1.0,0.0,0.38,0.68,0.69,0.03,0.08,0
0.53,0.62,0.7,0.73,0.77,1.0,0.7,0.75,0.63,0.48,0.35,0.22,0.0,0.05,1.0,0.0,1
1.0,1.0,0.79,0.92,0.36,0.73,0.04,0.51,0.52,0.49,0.54,0.46,0.24,0.24,0.0,0.0,4
0.33,0.88,0.39,0.59,0.63,1.0,0.0,0.65,0.28,0.43,0.4,0.0,1.0,0.42,0.25,0.47,8
1.0,0.81,0.56,1.0,0.12,0.79,0.0,0.33,0.3,0.0,0.78,0.14,0.94,0.58,0.66,0.93,0
0.0,0.5,0.45,0.74,0.84,1.0,0.73,0.68,0.63,0.34,0.34,0.07,0.32,0.03,1.0,0.0,1
0.24,0.88,0.59,1.0,1.0,0.91,0.89,0.64,0.61,0.42,0.28,0.22,0.0,0.0,0.47,0.02,2
0.39,1.0,0.17,0.84,0.0,0.63,0.08,0.42,0.42,0.33,0.79,0.3,1.0,0.18,0.78,0.0,4
1.0,0.88,1.0,1.0,0.76,0.73,0.52,0.44,0.4,0.16,0.8,0.0,0.56,0.2,0.0,0.01,6
0.0,0.96,0.47,1.0,0.71,0.7,0.67,0.35,0.58,0.0,1.0,0.01,0.74,0.17,0.19,0.18,7
0.57,0.72,1.0,0.93,0.47,1.0,0.0,0.78,0.52,0.71,0.94,0.57,0.69,0.28,0.39,0.0,9
0.0,0.83,0.28,0.96,0.63,1.0,0.72,0.78,0.58,0.54,0.5,0.29,0.65,0.08,1.0,0.0,2
0.07,0.89,0.52,1.0,0.81,0.82,0.46,0.59,0.55,0.37,1.0,0.18,0.56,0.03,0.0,0.0,3
0.25,1.0,0.11,0.78,0.0,0.51,0.03,0.26,0.89,0.27,1.0,0.44,0.57,0.26,0.36,0.0,4
0.0,0.94,0.39,1.0,0.86,1.0,1.0,0.88,0.7,0.69,0.46,0.47,0.32,0.24,0.4,0.0,7
0.0,0.76,0.49,1.0,1.0,0.82,0.58,0.41,0.28,0.0,0.82,0.15,0.28,0.51,0.34,0.88,8
0.7,1.0,0.17,0.88,0.36,0.66,0.89,0.9,0.88,0.78,1.0,0.42,0.68,0.09,0.0,0.0,9
0.0,0.6,0.45,0.83,0.66,1.0,0.56,0.64,0.62,0.27,0.44,0.0,0.36,0.01,1.0,0.01,1
0.0,0.7,0.31,0.94,0.99,1.0,1.0,0.73,0.55,0.46,0.08,0.21,0.19,0.0,0.88,0.01,2
0.18,0.78,0.53,1.0,0.85,0.85,0.48,0.61,0.71,0.46,1.0,0.2,0.56,0.0,0.0,0.05,3
0.0,1.0,0.5,0.93,1.0,0.93,0.91,0.64,0.74,0.31,0.54,0.0,0.18,0.23,0.66,0.29,7
0.48,0.84,0.55,0.58,0.85,0.83,0.34,1.0,0.67,0.65,1.0,0.28,0.59,0.0,0.0,0.0,9
0.66,1.0,0.39,0.86,0.11,0.64,0.36,0.45,1.0,0.57,0.66,0.45,0.32,0.23,0.0,0.0,4
0.35,0.96,1.0,1.0,0.44,0.93,0.0,0.73,0.27,0.6,0.85,0.46,0.76,0.17,0.21,0.0,5
0.0,0.75,0.33,0.89,0.77,1.0,0.79,0.72,0.61,0.37,0.55,0.0,0.55,0.2,1.0,0.27,7
0.53,0.64,1.0,0.88,0.52,1.0,0.29,0.66,0.6,0.27,0.3,0.0,0.0,0.24,0.46,0.53,8
0.59,1.0,0.24,0.68,0.24,0.19,0.69,0.0,1.0,0.42,0.74,0.85,0.21,0.63,0.0,0.19,0
0.38,0.91,0.77,1.0,1.0,0.87,0.73,0.67,0.66,0.46,0.82,0.24,0.48,0.08,0.0,0.0,3
0.45,0.99,0.09,1.0,0.0,0.75,0.36,0.56,1.0,0.63,0.98,0.49,0.8,0.25,0.82,0.0,4
0.54,0.92,0.9,1.0,1.0,0.95,0.63,0.89,0.33,0.66,0.52,0.33,0.32,0.02,0.0,0.0,5
0.36,0.68,0.72,1.0,0.81,0.9,0.63,0.46,0.47,0.07,0.0,0.02,0.49,0.0,1.0,0.02,1
0.0,0.72,0.33,0.92,0.73,1.0,0.69,0.72,0.48,0.46,0.3,0.19,0.55,0.0,1.0,0.0,2
0.42,0.81,0.69,1.0,0.93,0.85,0.66,0.6,0.73,0.41,1.0,0.2,0.58,0.0,0.0,0.04,3
0.47,0.8,0.8,0.97,1.0,1.0,0.59,0.89,0.29,0.63,0.54,0.33,0.4,0.04,0.0,0.0,5
0.54,0.97,0.2,0.73,0.48,0.34,0.35,0.0,0.0,0.22,0.5,0.5,1.0,0.78,0.71,1.0,8
0.0,0.82,0.42,1.0,0.73,1.0,0.63,0.58,0.52,0.16,0.19,0.08,0.5,0.03,1.0,0.0,1
0.26,0.91,0.74,1.0,0.74,0.77,0.48,0.53,0.19,0.3,0.0,0.05,0.47,0.0,1.0,0.02,2
0.27,1.0,0.08,0.73,0.0,0.45,0.11,0.17,0.51,0.0,1.0,0.03,0.82,0.2,0.37,0.09,6
0.0,0.91,0.47,0.7,0.62,1.0,0.43,0.78,0.91,0.7,1.0,0.3,0.68,0.0,0.29,0.12,9
0.11,0.47,0.58,0.7,1.0,1.0,0.73,0.7,0.5,0.34,0.28,0.0,0.0,0.12,0.7,0.1,1
0.0,0.86,0.28,1.0,0.59,0.93,0.57,0.66,0.38,0.4,0.34,0.13,0.66,0.04,1.0,0.0,2
0.36,0.9,0.77,1.0,1.0,0.88,0.66,0.68,0.47,0.49,0.73,0.27,0.42,0.06,0.0,0.0,3
0.01,0.97,0.68,0.98,0.39,1.0,0.21,0.63,0.55,0.5,1.0,0.25,0.46,0.0,0.0,0.19,5
0.55,0.76,0.22,0.68,0.66,0.29,0.39,0.0,0.52,0.32,1.0,0.68,0.69,1.0,0.0,0.86,8
0.46,0.66,1.0,0.82,0.59,1.0,0.0,0.8,0.41,0.64,0.94,0.56,0.62,0.27,0.24,0.0,9
0.33,0.75,0.69,1.0,0.9,0.94,0.79,0.55,0.55,0.19,0.0,0.0,0.34,0.03,1.0,0.07,1
0.25,0.79,0.59,1.0,1.0,0.88,0.63,0.63,0.35,0.41,0.8,0.21,0.54,0.0,0.0,0.06,3
0.37,0.91,0.84,1.0,1.0,0.96,0.52,0.87,0.32,0.57,0.74,0.38,0.41,0.01,0.0,0.0,5
1.0,0.65,0.92,1.0,0.39,0.93,0.09,0.62,0.0,0.27,0.31,0.0,0.6,0.26,0.19,0.28,6
0.0,0.75,0.04,0.98,0.64,1.0,1.0,0.92,0.72,0.7,0.46,0.48,0.27,0.24,0.25,0.0,7
0.0,0.53,0.29,0.81,0.49,1.0,0.44,0.66,0.4,0.31,0.25,0.0,0.54,0.05,1.0,0.06,1
0.57,0.76,0.47,1.0,0.89,0.95,0.62,0.64,0.71,0.49,1.0,0.23,0.57,0.01,0.0,0.0,3
0.0,0.98,0.67,0.93,0.47,1.0,0.19,0.68,0.45,0.55,1.0,0.33,0.73,0.0,0.17,0.07,5
0.56,0.71,0.31,1.0,0.16,0.66,0.24,0.23,0.0,0.0,0.17,0.34,0.57,0.57,1.0,0.76,8
0.41,1.0,0.0,0.8,0.52,0.71,0.68,0.77,0.83,0.49,1.0,0.19,0.65,0.0,0.06,0.02,9
0.4,0.64,0.67,0.82,1.0,1.0,0.81,0.8,0.6,0.6,0.38,0.4,0.15,0.2,0.0,0.0,1
0.62,0.97,0.85,1.0,0.42,0.77,0.49,0.67,1.0,0.57,0.94,0.23,0.5,0.0,0.0,0.09,5
0.08,0.69,0.0,0.91,0.45,1.0,1.0,0.93,0.75,0.7,0.49,0.47,0.26,0.23,0.26,0.0,7
0.0,0.63,0.63,0.33,0.72,0.0,0.2,0.09,0.58,0.42,1.0,0.74,0.56,1.0,0.07,0.71,8
0.7,0.86,0.89,0.8,0.71,1.0,0.8,0.81,1.0,0.5,0.78,0.2,0.4,0.06,0.0,0.0,9
0.0,0.82,0.24,1.0,0.54,0.99,0.5,0.61,0.34,0.27,0.41,0.0,0.71,0.06,1.0,0.17,2
0.47,0.91,0.8,1.0,0.66,0.7,0.81,0.65,1.0,0.37,0.76,0.06,0.36,0.0,0.0,0.18,3
0.0,0.96,0.27,1.0,0.73,0.99,1.0,0.83,0.85,0.6,0.6,0.4,0.33,0.2,0.08,0.0,7
0.44,0.82,0.42,0.51,1.0,0.77,0.47,1.0,0.0,0.81,0.74,0.69,0.54,0.35,0.36,0.0,9
0.0,0.55,0.48,0.76,0.78,1.0,0.76,0.85,0.69,0.6,0.66,0.36,0.74,0.11,1.0,0.0,1
1.0,1.0,1.0,0.87,0.55,0.68,0.05,0.5,0.45,0.38,0.68,0.41,0.29,0.21,0.0,0.0,4
0.5,0.83,0.26,0.62,0.58,1.0,0.14,0.6,0.02,0.3,0.5,0.0,1.0,0.51,0.0,0.34,8
1.0,0.79,0.64,1.0,0.3,0.86,0.63,0.73,0.77,0.63,0.72,0.27,0.42,0.0,0.0,0.05,9
0.0,0.92,0.42,1.0,0.9,1.0,1.0,0.83,0.71,0.63,0.57,0.4,0.44,0.17,0.14,0.0,3
1.0,0.86,0.71,1.0,0.32,0.9,0.12,0.61,0.5,0.58,0.63,0.27,0.4,0.0,0.0,0.02,5
0.06,0.36,0.6,0.64,0.74,1.0,0.19,0.83,0.62,0.51,1.0,0.18,0.4,0.0,0.0,0.28,8
0.73,0.68,1.0,1.0,0.48,1.0,0.2,0.71,0.79,0.77,0.84,0.46,0.48,0.15,0.0,0.0,9
0.61,1.0,0.29,0.76,0.04,0.52,0.0,0.28,0.46,0.08,1.0,0.29,0.71,0.23,0.82,0.0,4
0.1,0.95,0.64,1.0,0.82,0.67,0.7,0.3,0.73,0.0,1.0,0.33,0.52,0.38,0.0,0.42,7
0.0,0.57,0.35,0.95,1.0,1.0,0.95,0.57,0.53,0.19,0.43,0.0,0.6,0.38,0.0,0.63,8
0.67,0.93,0.4,1.0,0.68,0.76,0.76,0.92,1.0,0.55,0.94,0.13,0.49,0.0,0.0,0.06,9
0.0,0.8,0.43,0.93,0.91,1.0,0.96,0.8,0.75,0.57,1.0,0.36,0.9,0.14,0.48,0.0,3
0.0,0.96,0.41,1.0,1.0,0.88,0.59,0.49,0.34,0.0,0.53,0.04,0.64,0.33,0.08,0.34,7
0.38,1.0,0.34,0.73,1.0,0.61,0.88,0.17,0.25,0.0,0.0,0.35,0.04,0.82,0.7,0.97,5
0.5,0.54,0.8,0.96,0.38,1.0,0.37,0.5,0.46,0.0,0.0,0.15,0.45,0.45,1.0,0.61,8
1.0,0.82,0.67,1.0,0.38,0.79,0.69,0.66,0.9,0.61,0.73,0.3,0.43,0.06,0.0,0.0,9
0.0,0.62,0.32,0.73,0.69,0.91,1.0,1.0,0.8,0.75,0.59,0.51,0.39,0.26,0.27,0.0,1
0.47,0.93,0.92,1.0,1.0,0.96,0.55,0.84,0.6,0.57,0.83,0.25,0.45,0.05,0.0,0.0,5
0.41,0.94,0.22,0.69,0.9,0.42,1.0,0.03,0.2,0.0,0.0,0.37,0.47,0.73,0.4,1.0,8
0.6,0.83,1.0,1.0,0.93,0.91,0.6,0.73,0.4,0.55,0.2,0.36,0.07,0.18,0.0,0.0,1
0.37,1.0,0.14,0.55,0.84,0.61,1.0,0.2,0.38,0.0,0.02,0.43,0.0,0.83,0.72,0.87,5
0.59,0.82,0.11,0.67,1.0,0.65,0.54,1.0,0.4,0.48,0.0,0.22,0.6,0.0,0.43,0.52,8
0.23,0.65,0.67,0.85,1.0,1.0,0.87,0.75,0.77,0.49,0.72,0.23,0.46,0.0,0.0,0.0,1
0.61,0.79,0.9,1.0,1.0,0.78,0.76,0.54,0.42,0.32,0.07,0.13,0.0,0.0,0.49,0.03,2
0.0,0.87,0.27,1.0,0.55,0.87,0.68,0.68,0.82,0.5,1.0,0.32,1.0,0.13,0.73,0.0,3
0.44,0.89,1.0,1.0,0.91,0.93,0.35,0.79,0.33,0.55,0.73,0.29,0.54,0.0,0.0,0.11,5
0.11,0.81,0.6,1.0,1.0,0.89,0.69,0.55,0.31,0.24,0.0,0.0,0.07,0.39,0.64,0.43,7
0.0,0.78,0.18,0.96,0.59,0.95,1.0,1.0,0.86,0.82,0.66,0.56,0.52,0.29,0.47,0.0,7
0.01,0.74,0.23,1.0,0.83,0.87,0.75,0.42,0.49,0.0,1.0,0.02,0.55,0.34,0.0,0.64,8
0.24,0.9,0.46,0.7,1.0,0.91,0.45,1.0,0.0,0.77,0.66,0.73,0.69,0.38,0.45,0.0,9
0.0,0.71,0.24,1.0,0.6,1.0,0.61,0.63,0.41,0.29,0.16,0.0,0.58,0.03,1.0,0.02,2
0.29,0.85,0.82,1.0,1.0,1.0,0.43,0.85,0.27,0.51,0.81,0.32,0.57,0.0,0.0,0.0,5
0.0,0.7,0.35,0.87,0.59,1.0,0.61,0.79,0.64,0.58,0.72,0.37,0.81,0.17,1.0,0.0,1
0.0,0.66,0.21,0.97,0.66,1.0,0.66,0.63,0.34,0.32,0.06,0.04,0.52,0.0,1.0,0.0,2
0.0,0.75,0.28,0.92,0.64,1.0,0.93,0.91,0.93,0.62,1.0,0.35,0.78,0.13,0.46,0.0,3
0.12,0.93,0.0,0.97,0.57,1.0,1.0,0.88,0.94,0.66,0.75,0.43,0.57,0.22,0.4,0.0,7
0.52,0.86,0.27,1.0,0.0,0.73,0.56,0.73,1.0,0.85,0.87,0.48,0.58,0.14,0.05,0.0,9
0.31,0.94,0.85,1.0,1.0,0.77,0.78,0.49,0.59,0.21,0.43,0.0,0.0,0.19,0.51,0.25,7
0.0,0.68,0.4,1.0,0.64,0.96,0.61,0.59,0.57,0.23,0.09,0.0,0.33,0.03,1.0,0.02,1
0.0,0.89,0.47,1.0,0.89,0.87,0.74,0.61,0.45,0.37,0.15,0.14,0.43,0.0,1.0,0.01,2
0.14,1.0,0.75,0.97,0.74,0.99,0.21,0.8,0.42,0.52,1.0,0.24,0.51,0.0,0.0,0.23,5
0.73,0.85,0.93,0.77,0.73,1.0,0.53,0.7,1.0,0.64,0.97,0.21,0.48,0.0,0.0,0.24,9
0.0,1.0,0.13,0.72,0.87,0.78,0.58,0.97,0.49,0.8,1.0,0.58,0.7,0.29,0.47,0.0,9
0.7,0.94,0.98,1.0,1.0,0.79,0.7,0.61,0.75,0.35,0.62,0.12,0.26,0.0,0.0,0.0,3
0.0,0.89,0.56,1.0,0.95,0.76,0.72,0.37,0.47,0.0,0.1,0.03,0.32,0.16,1.0,0.22,7
0.84,0.7,0.94,1.0,0.48,0.9,0.6,0.66,1.0,0.68,0.78,0.32,0.47,0.0,0.0,0.02,9
0.15,0.73,0.39,1.0,0.93,0.95,0.81,0.62,0.43,0.34,0.0,0.1,0.39,0.0,1.0,0.04,2
0.54,0.93,1.0,0.9,0.38,0.7,0.63,1.0,1.0,0.63,0.96,0.21,0.35,0.0,0.0,0.34,9
0.74,0.94,1.0,1.0,0.68,0.84,0.79,0.57,0.95,0.3,0.74,0.06,0.37,0.0,0.0,0.08,5
0.11,0.83,0.41,1.0,0.47,0.67,0.25,0.35,0.08,0.0,0.0,0.31,0.49,0.32,1.0,0.31,7
0.84,1.0,0.54,0.77,0.58,0.4,0.48,0.05,0.0,0.0,0.12,0.28,0.6,0.44,1.0,0.65,8
0.56,0.97,0.24,0.69,1.0,0.58,0.96,0.17,0.25,0.0,0.05,0.42,0.0,0.85,0.75,1.0,5
0.23,0.49,0.81,0.69,1.0,1.0,0.35,0.87,0.33,0.53,0.68,0.21,0.13,0.0,0.0,0.28,8
0.61,0.96,0.0,0.83,0.61,0.66,1.0,0.3,0.49,0.0,0.05,0.3,0.39,0.68,0.42,1.0,8
0.0,0.59,0.16,0.73,0.77,0.95,1.0,1.0,0.7,0.75,0.45,0.5,0.25,0.25,0.34,0.0,1
0.38,0.93,1.0,1.0,0.85,0.93,0.24,0.83,0.41,0.48,0.95,0.31,0.48,0.0,0.0,0.12,5
0.31,0.9,0.63,1.0,1.0,0.76,0.75,0.36,0.56,0.0,0.96,0.34,0.61,0.43,0.0,0.45,7
0.0,0.62,0.3,0.9,0.7,1.0,0.57,0.61,0.48,0.22,0.07,0.0,0.36,0.02,1.0,0.03,1
0.17,0.83,0.57,1.0,0.87,0.83,0.61,0.58,0.27,0.36,0.0,0.13,0.51,0.08,1.0,0.0,2
0.0,0.76,0.13,1.0,0.63,1.0,1.0,0.96,0.75,0.73,0.5,0.48,0.3,0.23,0.46,0.0,7
0.56,0.93,0.0,0.95,0.6,0.65,1.0,0.29,0.49,0.0,0.09,0.28,0.39,0.66,0.37,1.0,8
