a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,y_true
0.0,0.91,0.44,1.0,0.79,0.74,0.64,0.37,0.53,0.0,0.27,0.23,0.4,0.38,1.0,0.39,7
0.27,1.0,0.43,0.66,0.67,0.31,0.45,0.0,0.0,0.27,0.47,0.59,1.0,0.91,0.2,0.97,8
0.22,0.7,0.64,0.98,0.59,1.0,0.52,0.62,0.39,0.25,0.0,0.0,0.23,0.04,1.0,0.05,1
0.38,0.69,0.6,1.0,0.6,0.6,0.35,0.24,0.0,0.07,0.28,0.15,0.65,0.04,1.0,0.0,2
0.85,1.0,0.49,0.81,0.17,0.6,0.0,0.38,0.6,0.32,1.0,0.43,0.7,0.22,0.55,0.0,4
0.59,1.0,0.2,0.78,0.0,0.46,0.08,0.13,0.66,0.0,1.0,0.23,0.46,0.36,0.14,0.14,6
0.0,0.92,0.44,1.0,0.78,0.79,0.68,0.4,0.58,0.0,0.33,0.17,0.53,0.33,1.0,0.31,7
0.13,0.74,0.4,1.0,0.7,0.77,0.46,0.42,0.09,0.15,0.0,0.03,0.5,0.01,1.0,0.0,2
0.44,1.0,0.15,0.79,0.0,0.47,0.68,0.42,1.0,0.71,0.82,0.6,0.52,0.3,0.25,0.0,4
1.0,1.0,0.85,0.97,0.65,0.65,0.49,0.33,0.46,0.0,0.86,0.1,0.47,0.24,0.0,0.19,6
0.3,0.98,0.3,0.76,0.72,0.38,0.6,0.0,0.0,0.11,0.44,0.48,1.0,0.83,0.49,1.0,8
0.0,0.78,0.5,0.86,1.0,1.0,0.85,0.8,0.73,0.6,0.58,0.4,0.5,0.19,0.31,0.0,1
0.24,0.7,0.38,1.0,0.79,0.88,0.67,0.5,0.34,0.2,0.0,0.11,0.5,0.06,1.0,0.0,2
0.14,0.82,0.45,1.0,0.57,0.74,0.43,0.53,1.0,0.51,1.0,0.25,0.58,0.05,0.0,0.0,3
0.66,1.0,0.39,0.86,0.11,0.64,0.36,0.45,1.0,0.57,0.66,0.45,0.32,0.23,0.0,0.0,4
0.0,0.88,0.4,1.0,0.79,0.86,0.67,0.44,0.64,0.0,1.0,0.15,0.7,0.32,0.23,0.37,7
0.46,1.0,0.55,0.65,1.0,0.9,0.42,0.91,0.75,0.65,0.82,0.53,0.63,0.13,0.0,0.0,9
0.56,1.0,0.19,0.76,0.0,0.33,0.24,0.0,0.74,0.25,1.0,0.65,0.7,0.87,0.23,0.6,0
0.0,0.78,0.38,1.0,1.0,0.96,0.93,0.69,0.57,0.45,0.15,0.21,0.18,0.03,0.85,0.0,2
0.71,1.0,0.39,0.87,0.11,0.63,0.0,0.37,0.42,0.25,1.0,0.37,0.74,0.24,0.53,0.0,4
0.55,0.95,1.0,1.0,0.54,0.91,0.28,0.55,0.54,0.53,0.76,0.3,0.43,0.0,0.0,0.01,5
0.52,1.0,0.18,0.76,0.0,0.46,0.09,0.17,0.61,0.19,1.0,0.38,0.54,0.22,0.18,0.0,6
0.0,0.88,0.47,1.0,1.0,0.94,0.97,0.62,0.75,0.31,0.52,0.0,0.38,0.22,0.58,0.43,7
0.74,0.76,0.31,0.6,0.0,0.76,0.37,1.0,0.85,0.94,1.0,0.6,0.86,0.27,0.54,0.0,9
0.0,0.62,0.32,0.73,0.69,0.91,1.0,1.0,0.8,0.75,0.59,0.51,0.39,0.26,0.27,0.0,1
0.0,0.85,0.43,1.0,1.0,0.95,0.85,0.74,0.44,0.57,0.33,0.37,0.5,0.16,0.09,0.0,3
0.38,1.0,0.19,0.71,0.0,0.39,0.26,0.22,0.72,0.3,1.0,0.51,0.64,0.32,0.47,0.0,4
1.0,0.94,0.5,1.0,0.22,0.76,0.3,0.51,0.78,0.44,0.87,0.14,0.48,0.0,0.0,0.05,5
1.0,1.0,0.54,0.91,0.22,0.66,0.0,0.4,0.03,0.13,0.54,0.0,0.81,0.23,0.24,0.31,6
0.32,0.84,0.66,1.0,1.0,0.8,0.64,0.4,0.3,0.0,0.68,0.11,0.36,0.52,0.0,0.91,8
0.62,0.56,1.0,0.83,0.52,1.0,0.0,0.77,0.66,0.78,0.93,0.57,0.65,0.28,0.33,0.0,9
1.0,0.62,0.79,1.0,0.34,0.94,0.04,0.59,0.0,0.13,0.44,0.0,0.79,0.22,0.85,0.61,0
0.0,0.8,0.35,0.84,0.84,1.0,1.0,0.89,0.82,0.67,0.63,0.44,0.41,0.22,0.22,0.0,1
0.29,0.73,0.57,1.0,0.97,0.87,0.81,0.51,0.45,0.24,0.0,0.03,0.45,0.02,1.0,0.0,2
0.0,1.0,0.45,1.0,0.68,0.83,0.76,0.66,0.89,0.48,1.0,0.3,0.87,0.12,0.53,0.0,3
0.79,0.9,0.61,1.0,0.26,0.73,0.44,0.6,0.97,0.5,1.0,0.17,0.51,0.0,0.0,0.08,5
1.0,0.9,0.97,1.0,0.68,0.74,0.45,0.47,0.35,0.2,0.77,0.01,0.61,0.18,0.0,0.0,6
0.58,0.85,0.14,0.54,0.35,0.02,1.0,0.58,0.65,1.0,0.21,0.48,0.6,0.64,0.0,0.0,0
0.13,0.82,0.53,0.9,1.0,1.0,0.85,0.79,0.66,0.59,0.47,0.39,0.25,0.19,0.0,0.0,1
0.26,0.91,0.74,1.0,0.74,0.77,0.48,0.53,0.19,0.3,0.0,0.05,0.47,0.0,1.0,0.02,2
0.66,1.0,0.26,0.87,0.0,0.68,0.54,0.63,1.0,0.57,0.64,0.4,0.33,0.21,0.09,0.0,4
0.47,0.96,1.0,1.0,0.53,0.93,0.15,0.74,0.46,0.58,0.77,0.34,0.51,0.09,0.0,0.0,5
0.0,0.96,0.47,0.95,1.0,1.0,0.71,0.73,0.52,0.37,0.41,0.0,0.26,0.2,0.52,0.33,7
0.54,0.97,0.2,0.73,0.48,0.34,0.35,0.0,0.0,0.22,0.5,0.5,1.0,0.78,0.71,1.0,8
0.27,0.75,0.64,1.0,1.0,0.99,0.79,0.7,0.45,0.44,0.06,0.2,0.0,0.0,0.64,0.06,2
0.32,0.94,0.7,1.0,1.0,0.94,0.71,0.76,0.51,0.55,0.53,0.3,0.37,0.1,0.0,0.0,3
0.37,0.67,0.84,1.0,0.51,0.8,0.24,0.41,0.32,0.0,1.0,0.04,0.69,0.28,0.0,0.13,6
0.53,0.6,0.85,0.83,0.48,1.0,0.0,0.79,0.46,0.7,1.0,0.57,0.81,0.28,0.54,0.0,9
0.0,0.5,0.45,0.74,0.84,1.0,0.73,0.68,0.63,0.34,0.34,0.07,0.32,0.03,1.0,0.0,1
0.0,0.83,0.28,0.96,0.63,1.0,0.72,0.78,0.58,0.54,0.5,0.29,0.65,0.08,1.0,0.0,2
0.25,0.85,0.48,1.0,1.0,0.97,0.92,0.76,0.65,0.57,0.7,0.33,0.44,0.13,0.0,0.0,3
0.45,1.0,0.09,0.76,0.4,0.64,1.0,0.7,0.76,0.79,0.53,0.53,0.25,0.26,0.0,0.0,4
0.33,0.75,0.68,1.0,1.0,0.98,0.52,0.92,0.37,0.51,0.79,0.35,0.47,0.06,0.0,0.0,5
0.96,0.98,0.44,1.0,0.05,0.72,0.0,0.36,0.38,0.08,1.0,0.06,0.61,0.21,0.11,0.0,6
0.0,0.93,0.7,1.0,1.0,0.88,0.95,0.7,0.75,0.52,0.7,0.34,0.55,0.17,0.45,0.0,1
0.34,0.69,0.23,1.0,0.65,0.98,0.58,0.63,0.32,0.32,0.0,0.03,0.47,0.0,1.0,0.07,2
0.27,0.91,0.37,0.99,1.0,1.0,0.78,0.77,0.63,0.53,0.75,0.29,0.57,0.05,0.0,0.0,3
1.0,1.0,0.73,0.78,0.38,0.59,0.0,0.41,0.33,0.36,0.67,0.43,0.4,0.22,0.27,0.0,4
0.33,0.88,0.39,0.59,0.63,1.0,0.0,0.65,0.28,0.43,0.4,0.0,1.0,0.42,0.25,0.47,8
0.32,0.84,0.0,0.55,0.18,0.01,0.76,0.0,1.0,0.52,0.71,1.0,0.34,0.61,0.43,0.05,0
0.4,0.64,0.67,0.82,1.0,1.0,0.81,0.8,0.6,0.6,0.38,0.4,0.15,0.2,0.0,0.0,1
0.0,0.92,0.39,0.99,1.0,1.0,0.82,0.66,0.5,0.33,0.17,0.0,0.19,0.17,0.65,0.3,7
0.69,0.67,1.0,1.0,0.42,0.94,0.31,0.57,0.86,0.69,0.9,0.43,0.58,0.07,0.0,0.0,9
0.0,0.68,0.17,0.84,0.81,1.0,1.0,0.81,0.86,0.6,0.72,0.4,0.58,0.2,0.5,0.0,1
0.24,0.88,0.59,1.0,1.0,0.91,0.89,0.64,0.61,0.42,0.28,0.22,0.0,0.0,0.47,0.02,2
0.19,0.92,0.58,1.0,1.0,1.0,0.94,0.79,0.73,0.55,0.69,0.25,0.4,0.05,0.0,0.0,3
1.0,1.0,0.75,0.79,0.4,0.6,0.0,0.43,0.17,0.31,0.6,0.41,0.31,0.21,0.17,0.0,4
1.0,1.0,0.52,0.97,0.23,0.87,0.27,0.58,0.74,0.54,0.78,0.19,0.39,0.0,0.0,0.13,5
0.89,1.0,0.8,0.97,0.44,0.61,0.44,0.2,0.99,0.0,1.0,0.31,0.4,0.46,0.0,0.29,6
0.0,0.73,0.54,0.47,1.0,0.15,0.43,0.0,0.51,0.35,0.81,0.69,0.63,1.0,0.02,0.72,8
0.0,0.91,0.47,0.7,0.62,1.0,0.43,0.78,0.91,0.7,1.0,0.3,0.68,0.0,0.29,0.12,9
0.0,0.82,0.51,0.83,0.86,1.0,0.56,0.74,0.42,0.49,0.4,0.23,0.16,0.0,1.0,0.01,1
0.01,0.9,0.53,1.0,0.73,0.77,0.22,0.6,0.62,0.53,1.0,0.26,0.55,0.04,0.0,0.0,3
1.0,1.0,0.6,0.99,0.27,0.83,0.15,0.52,0.47,0.44,0.76,0.26,0.42,0.07,0.0,0.0,5
0.87,1.0,0.43,0.83,0.13,0.55,0.0,0.23,0.3,0.0,0.8,0.05,1.0,0.28,0.5,0.29,6
0.89,0.83,0.58,1.0,0.32,0.68,0.77,0.64,1.0,0.74,0.88,0.29,0.48,0.04,0.0,0.0,9
0.04,0.81,0.35,1.0,0.45,0.75,0.25,0.56,0.82,0.53,1.0,0.25,0.57,0.06,0.0,0.0,3
0.46,0.92,0.77,1.0,1.0,0.97,0.56,0.9,0.5,0.55,0.81,0.33,0.41,0.12,0.0,0.0,5
0.89,0.9,0.49,1.0,0.14,0.73,0.11,0.41,0.49,0.17,1.0,0.28,0.41,0.24,0.0,0.0,6
0.89,0.81,0.49,1.0,0.0,0.84,0.39,0.68,1.0,0.75,0.94,0.54,0.84,0.24,0.51,0.0,9
0.49,0.84,0.55,1.0,1.0,0.98,0.72,0.72,0.48,0.5,0.81,0.31,0.49,0.08,0.0,0.0,3
0.12,1.0,0.0,0.7,0.64,0.68,1.0,0.87,0.82,0.9,0.67,0.6,0.54,0.3,0.5,0.0,4
1.0,0.88,0.72,1.0,0.27,0.88,0.06,0.58,0.34,0.51,0.68,0.37,0.43,0.08,0.0,0.0,5
0.0,0.86,0.35,0.97,1.0,1.0,0.73,0.67,0.48,0.34,0.21,0.0,0.18,0.05,0.56,0.24,7
0.3,0.68,0.63,0.39,0.77,0.0,0.0,0.06,0.44,0.41,1.0,0.75,0.63,1.0,0.09,0.69,8
0.48,0.84,0.55,0.58,0.85,0.83,0.34,1.0,0.67,0.65,1.0,0.28,0.59,0.0,0.0,0.0,9
0.0,0.82,0.42,1.0,0.73,1.0,0.63,0.58,0.52,0.16,0.19,0.08,0.5,0.03,1.0,0.0,1
0.0,0.86,0.37,1.0,0.95,0.92,0.87,0.67,0.55,0.44,0.18,0.23,0.32,0.02,1.0,0.0,2
0.0,0.81,0.38,1.0,0.84,1.0,0.81,0.67,0.69,0.33,0.63,0.0,0.5,0.21,1.0,0.27,7
0.84,0.85,0.37,1.0,0.0,0.72,0.58,0.65,1.0,0.93,0.82,0.66,0.65,0.33,0.61,0.0,9
1.0,0.53,0.95,0.92,0.46,1.0,0.11,0.69,0.0,0.26,0.34,0.0,0.76,0.25,0.88,0.62,0
0.32,0.96,0.7,1.0,0.12,0.95,0.32,0.66,0.89,0.62,1.0,0.22,0.51,0.0,0.0,0.16,5
1.0,1.0,0.68,0.96,0.37,0.75,0.14,0.51,0.0,0.22,0.21,0.0,0.54,0.1,0.15,0.18,6
0.52,0.86,0.27,1.0,0.0,0.73,0.56,0.73,1.0,0.85,0.87,0.48,0.58,0.14,0.05,0.0,9
0.53,1.0,0.3,0.95,0.0,0.6,1.0,0.55,0.92,0.87,0.77,0.79,0.79,0.37,0.79,0.0,4
0.04,0.96,0.76,1.0,0.6,0.97,0.17,0.79,0.65,0.7,1.0,0.29,0.43,0.0,0.0,0.26,5
0.89,0.66,1.0,1.0,0.5,0.96,0.17,0.64,0.0,0.26,0.27,0.0,0.54,0.31,0.18,0.33,6
0.53,0.64,1.0,0.88,0.52,1.0,0.29,0.66,0.6,0.27,0.3,0.0,0.0,0.24,0.46,0.53,8
0.75,1.0,0.61,0.79,1.0,0.96,0.57,0.96,0.65,0.66,0.82,0.36,0.51,0.1,0.0,0.0,9
0.0,0.86,0.27,1.0,0.46,0.77,0.43,0.45,0.31,0.16,0.34,0.0,0.66,0.01,1.0,0.02,2
0.62,0.97,0.85,1.0,0.42,0.77,0.49,0.67,1.0,0.57,0.94,0.23,0.5,0.0,0.0,0.09,5
0.0,0.85,0.33,1.0,0.55,0.82,0.44,0.57,0.28,0.32,0.17,0.08,0.55,0.0,1.0,0.01,2
0.24,0.92,0.81,1.0,0.26,0.79,0.19,0.54,0.83,0.66,1.0,0.34,0.62,0.04,0.0,0.0,5
0.0,0.75,0.33,0.89,0.77,1.0,0.79,0.72,0.61,0.37,0.55,0.0,0.55,0.2,1.0,0.27,7
0.0,0.78,0.4,1.0,0.97,0.78,0.69,0.39,0.44,0.0,1.0,0.07,0.35,0.37,0.22,0.73,8
0.0,0.74,0.28,1.0,0.69,0.99,0.79,0.63,0.59,0.28,0.28,0.0,0.57,0.0,1.0,0.02,2
0.0,0.87,0.42,1.0,1.0,0.94,0.87,0.73,0.67,0.53,0.64,0.32,0.69,0.11,0.22,0.0,3
0.5,1.0,0.63,0.96,0.3,0.65,0.0,0.36,0.13,0.08,0.85,0.22,1.0,0.3,0.8,0.0,4
0.28,0.95,1.0,1.0,0.51,0.97,0.0,0.74,0.16,0.54,0.86,0.42,0.71,0.13,0.01,0.0,5
0.0,0.85,0.34,1.0,0.68,0.86,0.61,0.55,0.31,0.31,0.2,0.09,0.61,0.04,1.0,0.0,2
0.0,0.92,0.42,0.97,0.86,1.0,0.72,0.54,0.6,0.0,0.4,0.0,0.56,0.22,1.0,0.21,7
0.0,0.81,0.34,1.0,0.77,0.92,0.73,0.61,0.46,0.34,0.17,0.08,0.52,0.0,1.0,0.03,2
0.57,1.0,0.3,0.77,0.08,0.53,0.0,0.28,0.1,0.04,0.6,0.0,1.0,0.16,0.62,0.24,6
0.0,0.75,0.04,0.98,0.64,1.0,1.0,0.92,0.72,0.7,0.46,0.48,0.27,0.24,0.25,0.0,7
0.0,0.87,0.27,1.0,0.55,0.87,0.68,0.68,0.82,0.5,1.0,0.32,1.0,0.13,0.73,0.0,3
0.04,0.73,0.53,0.91,1.0,1.0,0.47,0.88,0.2,0.41,0.72,0.36,0.52,0.01,0.0,0.0,5
0.0,0.8,0.35,1.0,0.75,0.96,0.59,0.62,1.0,0.56,0.99,0.22,0.64,0.0,0.24,0.06,3
0.53,1.0,0.35,0.93,0.06,0.61,0.0,0.28,0.36,0.0,0.96,0.12,1.0,0.42,0.37,0.28,6
0.23,0.69,0.6,0.33,0.48,0.0,0.0,0.19,0.48,0.5,1.0,0.81,0.68,1.0,0.17,0.71,8
0.44,0.82,0.42,0.51,1.0,0.77,0.47,1.0,0.0,0.81,0.74,0.69,0.54,0.35,0.36,0.0,9
0.95,1.0,0.46,0.79,0.14,0.5,0.0,0.18,0.42,0.0,0.88,0.2,1.0,0.53,0.83,0.85,0
0.0,0.81,0.43,0.8,1.0,1.0,0.86,0.86,0.57,0.65,0.36,0.43,0.21,0.21,0.18,0.0,1
0.0,0.83,0.37,1.0,0.81,0.9,0.65,0.61,1.0,0.45,0.97,0.15,0.54,0.0,0.14,0.07,3
0.59,0.82,0.11,0.67,1.0,0.65,0.54,1.0,0.4,0.48,0.0,0.22,0.6,0.0,0.43,0.52,8
0.0,0.51,0.33,0.75,0.68,1.0,0.51,0.85,0.53,0.59,0.58,0.33,0.65,0.07,1.0,0.0,1
0.0,0.81,0.29,1.0,0.61,0.87,0.56,0.49,0.34,0.17,0.35,0.0,0.69,0.02,1.0,0.05,2
0.79,0.89,0.57,1.0,0.65,0.89,1.0,0.91,0.83,0.62,0.59,0.36,0.32,0.13,0.0,0.0,9
0.39,0.91,0.81,1.0,0.7,0.59,0.25,0.81,0.82,0.85,1.0,0.37,0.57,0.0,0.0,0.24,9
0.0,0.42,0.35,0.71,0.7,1.0,0.63,0.74,0.57,0.37,0.48,0.0,0.44,0.0,1.0,0.02,1
0.29,0.66,0.53,1.0,0.92,0.91,0.81,0.52,0.5,0.18,0.0,0.0,0.42,0.06,1.0,0.06,2
0.61,0.92,1.0,1.0,0.74,0.85,0.55,0.51,0.92,0.36,0.78,0.02,0.38,0.0,0.0,0.11,5
0.41,0.93,0.32,0.64,0.32,0.23,0.0,0.0,0.0,0.32,0.51,0.56,1.0,0.82,0.58,1.0,8
0.0,0.7,0.35,0.87,0.59,1.0,0.61,0.79,0.64,0.58,0.72,0.37,0.81,0.17,1.0,0.0,1
0.25,0.79,0.59,1.0,1.0,0.88,0.63,0.63,0.35,0.41,0.8,0.21,0.54,0.0,0.0,0.06,3
0.19,0.94,0.78,1.0,1.0,0.82,0.67,0.5,0.34,0.2,0.0,0.0,0.13,0.31,0.74,0.33,7
0.29,1.0,0.0,0.75,0.53,0.54,1.0,0.3,0.78,0.0,0.56,0.25,0.66,0.63,0.15,0.71,8
0.33,0.75,0.69,1.0,0.9,0.94,0.79,0.55,0.55,0.19,0.0,0.0,0.34,0.03,1.0,0.07,1
0.0,0.75,0.28,0.92,0.64,1.0,0.93,0.91,0.93,0.62,1.0,0.35,0.78,0.13,0.46,0.0,3
0.0,0.97,0.11,1.0,0.62,0.98,1.0,0.85,0.94,0.62,0.72,0.42,0.48,0.21,0.44,0.0,7
0.29,0.94,0.91,1.0,0.6,0.92,0.34,0.7,0.72,0.65,1.0,0.31,0.6,0.0,0.0,0.13,5
0.12,0.93,0.0,0.97,0.57,1.0,1.0,0.88,0.94,0.66,0.75,0.43,0.57,0.22,0.4,0.0,7
0.0,0.93,0.24,0.56,0.49,0.21,0.8,0.0,1.0,0.35,0.83,0.81,0.52,1.0,0.23,0.91,0
0.0,0.73,0.46,0.84,0.87,1.0,1.0,0.92,0.86,0.69,0.76,0.46,0.69,0.22,0.67,0.0,1
0.0,0.73,0.21,0.92,0.57,1.0,0.79,0.84,0.74,0.61,0.68,0.38,0.71,0.15,1.0,0.0,2
0.0,1.0,0.13,0.72,0.87,0.78,0.58,0.97,0.49,0.8,1.0,0.58,0.7,0.29,0.47,0.0,9
0.42,0.94,0.89,1.0,0.71,0.76,0.68,0.56,1.0,0.34,0.84,0.08,0.37,0.0,0.0,0.15,3
0.68,0.76,0.75,1.0,0.33,0.82,0.78,0.74,0.75,0.55,1.0,0.23,0.55,0.04,0.0,0.0,9
0.23,0.65,0.67,0.85,1.0,1.0,0.87,0.75,0.77,0.49,0.72,0.23,0.46,0.0,0.0,0.0,1
0.84,1.0,0.54,0.77,0.58,0.4,0.48,0.05,0.0,0.0,0.12,0.28,0.6,0.44,1.0,0.65,8
0.45,0.85,0.79,1.0,0.89,0.78,0.65,0.54,1.0,0.33,0.97,0.08,0.46,0.0,0.0,0.1,3
0.0,0.96,0.27,1.0,0.73,0.99,1.0,0.83,0.85,0.6,0.6,0.4,0.33,0.2,0.08,0.0,7
0.59,0.79,0.92,0.7,0.76,1.0,0.66,0.82,1.0,0.59,0.82,0.19,0.44,0.0,0.0,0.01,9
0.61,0.88,1.0,1.0,0.96,0.81,0.75,0.6,0.8,0.36,0.81,0.13,0.44,0.0,0.0,0.01,3
0.0,0.3,0.46,0.6,0.59,1.0,0.21,0.81,0.67,0.5,1.0,0.16,0.38,0.0,0.07,0.28,8
0.0,0.46,0.52,0.72,1.0,1.0,0.84,0.75,0.71,0.42,0.64,0.09,0.02,0.01,0.32,0.0,1
0.56,0.87,0.91,1.0,0.81,0.72,0.61,0.58,1.0,0.41,0.87,0.12,0.38,0.0,0.0,0.12,3
0.57,0.86,1.0,1.0,1.0,0.94,0.56,0.78,0.59,0.45,0.88,0.22,0.47,0.02,0.0,0.0,5
0.6,1.0,0.2,0.91,0.32,0.52,0.45,0.12,0.0,0.0,0.05,0.35,0.53,0.54,1.0,0.73,8
0.55,0.89,0.85,1.0,1.0,0.81,0.78,0.6,0.69,0.35,0.64,0.09,0.33,0.0,0.0,0.03,3
0.0,0.93,0.41,1.0,0.62,0.75,0.44,0.39,0.26,0.03,0.05,0.0,0.29,0.19,1.0,0.28,7
0.67,0.88,0.95,1.0,0.47,0.75,0.18,0.5,0.81,0.62,1.0,0.29,0.64,0.0,0.0,0.07,5
0.0,0.78,0.23,0.91,0.61,0.97,1.0,1.0,0.87,0.75,0.78,0.5,0.71,0.24,0.68,0.0,7
0.0,0.7,0.33,1.0,1.0,0.94,1.0,0.59,0.75,0.25,0.47,0.0,0.69,0.34,0.14,0.61,8
0.28,0.65,0.41,1.0,0.63,0.64,0.55,0.21,0.31,0.0,0.0,0.33,0.5,0.45,1.0,0.58,7
0.61,0.8,0.97,0.9,0.6,1.0,0.67,0.8,1.0,0.58,0.83,0.24,0.44,0.04,0.0,0.0,9
0.53,0.96,0.98,1.0,1.0,0.85,0.67,0.68,0.71,0.45,0.78,0.22,0.45,0.06,0.0,0.0,3
0.19,0.88,0.62,1.0,1.0,0.81,0.83,0.48,0.47,0.23,0.0,0.06,0.18,0.0,0.72,0.01,2
0.54,1.0,0.96,0.93,0.81,0.72,0.77,0.54,1.0,0.3,0.83,0.07,0.41,0.0,0.0,0.08,3
0.0,0.95,0.43,1.0,1.0,0.92,0.85,0.7,0.48,0.32,0.54,0.0,0.93,0.35,0.5,0.38,7
0.37,0.69,1.0,0.83,0.61,1.0,0.0,0.91,0.64,0.78,0.62,0.55,0.26,0.28,0.02,0.0,9
0.38,1.0,1.0,0.92,0.88,0.77,0.75,0.62,0.5,0.46,0.25,0.3,0.12,0.15,0.0,0.0,1
0.5,0.84,0.85,1.0,1.0,0.64,0.73,0.27,0.32,0.0,0.0,0.18,0.45,0.31,0.81,0.0,2
0.35,0.93,0.78,1.0,0.89,0.85,0.69,0.65,1.0,0.42,0.88,0.16,0.46,0.04,0.0,0.0,3
0.66,0.96,1.0,1.0,0.89,0.95,0.51,0.89,0.65,0.52,0.72,0.15,0.37,0.0,0.0,0.01,5
0.49,1.0,0.57,0.55,0.4,0.09,0.0,0.0,0.44,0.4,1.0,0.77,0.77,1.0,0.14,0.69,8
0.62,0.91,0.79,0.64,0.9,1.0,0.56,0.78,0.97,0.64,1.0,0.21,0.51,0.0,0.0,0.16,9
0.52,0.81,0.74,1.0,0.97,0.89,0.69,0.66,1.0,0.46,0.95,0.2,0.57,0.0,0.0,0.02,3
0.36,1.0,1.0,0.99,0.82,0.65,0.6,0.32,0.36,0.0,0.0,0.21,0.25,0.33,0.92,0.34,7
0.37,0.61,0.0,0.7,0.22,0.92,0.6,1.0,0.91,0.85,1.0,0.57,0.91,0.28,0.8,0.0,9
0.53,0.8,0.78,1.0,0.14,0.8,0.55,0.65,0.92,0.64,1.0,0.24,0.5,0.0,0.0,0.2,9
0.29,0.74,0.53,1.0,1.0,0.99,0.75,0.71,0.81,0.51,0.81,0.2,0.38,0.0,0.0,0.15,3
0.74,1.0,0.82,0.86,0.37,0.63,0.0,0.39,0.76,0.41,1.0,0.47,0.61,0.24,0.21,0.0,4
0.48,0.97,0.09,0.67,1.0,0.64,0.66,1.0,0.24,0.57,0.0,0.0,0.87,0.08,0.15,0.41,8
0.0,0.6,0.31,0.75,0.65,0.88,1.0,1.0,0.82,0.75,0.63,0.51,0.48,0.25,0.57,0.0,1
0.49,0.72,0.64,1.0,1.0,0.88,0.78,0.52,0.43,0.22,0.0,0.01,0.4,0.06,0.9,0.0,2
0.7,0.98,0.0,0.89,0.6,0.61,1.0,0.26,0.49,0.0,0.12,0.31,0.46,0.68,0.81,1.0,8
