a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,y_true
1.0,1.0,0.63,0.99,0.29,0.74,0.03,0.43,0.0,0.06,0.41,0.0,0.66,0.22,0.25,0.31,6
0.36,0.86,0.3,0.7,0.78,0.35,0.55,0.0,0.0,0.21,0.62,0.53,1.0,0.89,0.09,1.0,8
0.72,0.85,0.4,1.0,0.61,0.68,1.0,0.9,0.85,0.87,0.88,0.54,0.63,0.16,0.0,0.0,9
0.28,0.75,0.49,1.0,0.57,0.63,0.34,0.26,0.0,0.03,0.26,0.11,0.66,0.0,1.0,0.05,2
0.72,1.0,0.3,0.84,0.07,0.61,0.0,0.37,0.49,0.3,1.0,0.42,0.74,0.23,0.7,0.0,4
0.6,1.0,0.2,0.76,0.0,0.39,0.1,0.01,0.69,0.0,1.0,0.33,0.56,0.4,0.15,0.1,6
0.0,0.88,0.48,1.0,1.0,0.91,0.73,0.51,0.51,0.09,0.41,0.0,0.21,0.27,0.78,0.33,7
0.6,0.9,0.26,0.82,0.49,0.39,0.35,0.0,0.0,0.23,0.56,0.54,1.0,0.9,0.37,1.0,8
0.28,0.95,0.39,0.84,0.67,1.0,0.42,0.9,0.81,0.62,1.0,0.27,0.56,0.03,0.0,0.0,9
0.8,0.88,0.43,1.0,0.09,0.7,0.0,0.31,0.28,0.0,0.78,0.11,1.0,0.46,0.9,0.85,0
0.29,0.76,0.5,1.0,0.7,0.74,0.5,0.42,0.18,0.16,0.0,0.0,0.5,0.07,1.0,0.07,2
0.28,0.81,0.59,1.0,0.72,0.73,0.43,0.55,0.96,0.48,1.0,0.16,0.5,0.0,0.0,0.1,3
0.43,1.0,0.27,0.92,0.0,0.62,0.53,0.53,1.0,0.73,0.8,0.6,0.5,0.3,0.19,0.0,4
0.42,1.0,0.34,0.62,0.55,0.29,0.4,0.0,0.0,0.23,0.05,0.55,0.51,0.71,1.0,0.83,5
0.79,0.78,0.42,1.0,0.27,0.66,0.68,0.3,0.5,0.0,0.0,0.22,0.45,0.54,1.0,0.82,8
0.53,0.6,0.85,0.83,0.48,1.0,0.0,0.79,0.46,0.7,1.0,0.57,0.81,0.28,0.54,0.0,9
0.58,0.85,0.14,0.54,0.35,0.02,1.0,0.58,0.65,1.0,0.21,0.48,0.6,0.64,0.0,0.0,0
0.0,0.78,0.5,0.86,1.0,1.0,0.85,0.8,0.73,0.6,0.58,0.4,0.5,0.19,0.31,0.0,1
0.35,0.69,0.55,1.0,0.87,0.81,0.7,0.44,0.34,0.17,0.0,0.04,0.5,0.05,1.0,0.0,2
1.0,1.0,0.65,0.78,0.29,0.57,0.0,0.34,0.57,0.39,0.77,0.51,0.58,0.26,0.51,0.0,4
1.0,1.0,0.85,0.86,0.6,0.62,0.41,0.36,0.29,0.09,0.58,0.0,0.46,0.21,0.0,0.21,6
0.0,0.88,0.41,1.0,0.73,0.8,0.64,0.4,0.49,0.0,0.4,0.13,0.49,0.42,1.0,0.46,7
0.55,0.75,0.33,1.0,0.0,0.77,0.46,0.69,0.85,0.74,1.0,0.4,0.85,0.1,0.35,0.0,9
0.23,0.8,0.6,1.0,1.0,0.88,0.81,0.61,0.43,0.4,0.0,0.23,0.11,0.05,0.64,0.0,2
0.66,1.0,0.26,0.87,0.0,0.68,0.54,0.63,1.0,0.57,0.64,0.4,0.33,0.21,0.09,0.0,4
0.9,1.0,0.52,0.82,0.22,0.54,0.0,0.24,0.24,0.0,0.82,0.05,1.0,0.23,0.42,0.22,6
0.0,0.71,0.39,0.81,0.77,1.0,1.0,0.92,0.86,0.69,0.7,0.47,0.54,0.24,0.45,0.0,1
0.53,0.96,0.98,1.0,1.0,0.85,0.67,0.68,0.71,0.45,0.78,0.22,0.45,0.06,0.0,0.0,3
1.0,1.0,0.69,0.76,0.33,0.52,0.0,0.27,0.58,0.33,0.87,0.53,0.56,0.28,0.38,0.0,4
0.79,0.9,0.61,1.0,0.26,0.73,0.44,0.6,0.97,0.5,1.0,0.17,0.51,0.0,0.0,0.08,5
0.63,0.93,0.69,1.0,0.38,0.67,0.16,0.31,0.43,0.04,1.0,0.22,0.48,0.25,0.0,0.0,6
0.0,0.81,0.34,1.0,0.62,0.73,0.54,0.36,0.39,0.0,0.12,0.16,0.5,0.27,1.0,0.3,7
0.33,0.88,0.39,0.59,0.63,1.0,0.0,0.65,0.28,0.43,0.4,0.0,1.0,0.42,0.25,0.47,8
0.4,0.64,0.67,0.82,1.0,1.0,0.81,0.8,0.6,0.6,0.38,0.4,0.15,0.2,0.0,0.0,1
0.42,0.7,0.54,1.0,0.85,0.91,0.63,0.6,0.32,0.33,0.0,0.07,0.47,0.0,1.0,0.02,2
1.0,1.0,0.73,0.78,0.38,0.59,0.0,0.41,0.33,0.36,0.67,0.43,0.4,0.22,0.27,0.0,4
0.59,0.82,0.92,1.0,0.72,0.93,0.32,0.71,0.58,0.42,1.0,0.22,0.58,0.0,0.0,0.02,5
1.0,1.0,0.48,0.85,0.15,0.57,0.0,0.25,0.29,0.0,0.84,0.11,0.65,0.3,0.38,0.09,6
0.0,0.88,0.4,1.0,0.79,0.86,0.67,0.44,0.64,0.0,1.0,0.15,0.7,0.32,0.23,0.37,7
0.81,0.85,0.34,1.0,0.4,0.66,0.6,0.3,0.26,0.0,0.0,0.22,0.47,0.51,1.0,0.78,8
0.89,0.77,0.57,1.0,0.19,0.73,0.0,0.36,0.19,0.0,0.67,0.05,1.0,0.35,0.83,0.67,0
0.0,0.88,0.26,1.0,0.56,0.86,0.45,0.51,0.26,0.19,0.34,0.0,0.69,0.02,1.0,0.1,2
0.6,0.89,0.69,1.0,1.0,0.88,0.69,0.68,0.48,0.47,0.76,0.29,0.4,0.13,0.0,0.0,3
0.59,1.0,0.0,0.78,0.33,0.53,1.0,0.56,0.67,0.89,0.46,0.73,0.37,0.36,0.29,0.0,4
1.0,0.99,0.57,1.0,0.18,0.79,0.16,0.45,0.61,0.52,0.78,0.22,0.39,0.0,0.0,0.07,5
0.84,0.88,1.0,1.0,0.7,0.73,0.46,0.47,0.32,0.19,0.51,0.0,0.41,0.25,0.0,0.08,6
0.49,0.8,0.88,0.75,0.65,1.0,0.55,0.85,0.99,0.62,1.0,0.28,0.56,0.06,0.0,0.0,9
0.33,0.8,0.0,0.47,0.13,0.0,0.74,0.08,1.0,0.54,0.79,1.0,0.29,0.76,0.25,0.26,0
0.0,0.78,0.4,0.82,0.69,1.0,0.61,0.69,0.62,0.37,0.66,0.06,0.18,0.0,1.0,0.05,1
0.49,0.72,0.64,1.0,1.0,0.88,0.78,0.52,0.43,0.22,0.0,0.01,0.4,0.06,0.9,0.0,2
0.0,0.94,0.33,1.0,0.52,0.83,0.64,0.65,0.77,0.47,1.0,0.3,0.89,0.13,0.52,0.0,3
0.41,1.0,0.45,0.99,0.1,0.77,0.0,0.58,0.59,0.49,1.0,0.49,0.71,0.25,0.58,0.0,4
1.0,0.94,0.5,1.0,0.22,0.76,0.3,0.51,0.78,0.44,0.87,0.14,0.48,0.0,0.0,0.05,5
0.77,1.0,0.41,0.76,0.14,0.51,0.0,0.24,0.22,0.0,0.82,0.04,1.0,0.28,0.45,0.36,6
0.0,0.88,0.47,1.0,1.0,0.94,0.97,0.62,0.75,0.31,0.52,0.0,0.38,0.22,0.58,0.43,7
0.23,0.78,0.51,1.0,1.0,0.78,0.7,0.4,0.4,0.0,0.78,0.02,0.37,0.37,0.0,0.74,8
0.62,0.56,1.0,0.83,0.52,1.0,0.0,0.77,0.66,0.78,0.93,0.57,0.65,0.28,0.33,0.0,9
0.0,0.75,0.28,0.92,0.64,1.0,0.93,0.91,0.93,0.62,1.0,0.35,0.78,0.13,0.46,0.0,3
0.74,1.0,0.51,0.9,0.0,0.7,0.18,0.55,0.84,0.42,1.0,0.45,0.6,0.22,0.23,0.0,4
0.42,0.76,0.79,1.0,0.86,0.89,0.45,0.64,0.6,0.42,1.0,0.2,0.56,0.0,0.0,0.02,5
0.0,0.96,0.47,0.95,1.0,1.0,0.71,0.73,0.52,0.37,0.41,0.0,0.26,0.2,0.52,0.33,7
0.1,0.81,0.61,1.0,1.0,0.76,0.64,0.38,0.35,0.0,0.83,0.1,0.51,0.48,0.0,0.76,8
1.0,0.82,0.67,1.0,0.38,0.79,0.69,0.66,0.9,0.61,0.73,0.3,0.43,0.06,0.0,0.0,9
0.78,0.83,0.2,0.58,0.27,0.0,1.0,0.5,0.61,1.0,0.0,0.38,0.68,0.69,0.03,0.08,0
0.22,1.0,0.0,0.81,0.4,0.6,1.0,0.66,0.91,0.99,0.64,0.67,0.46,0.34,0.34,0.0,4
1.0,1.0,0.35,0.91,0.0,0.57,0.01,0.18,0.67,0.1,0.96,0.39,0.27,0.33,0.16,0.0,6
0.0,0.92,0.39,0.99,1.0,1.0,0.82,0.66,0.5,0.33,0.17,0.0,0.19,0.17,0.65,0.3,7
0.74,0.76,0.31,0.6,0.0,0.76,0.37,1.0,0.85,0.94,1.0,0.6,0.86,0.27,0.54,0.0,9
0.0,0.83,0.28,0.96,0.63,1.0,0.72,0.78,0.58,0.54,0.5,0.29,0.65,0.08,1.0,0.0,2
0.47,1.0,0.88,0.93,1.0,0.74,0.63,0.61,0.46,0.43,0.59,0.21,0.42,0.04,0.0,0.0,3
0.42,1.0,0.19,0.75,0.01,0.49,0.0,0.23,0.54,0.17,1.0,0.32,0.84,0.27,0.86,0.0,4
0.46,0.85,0.36,0.68,0.84,0.79,0.42,1.0,0.79,0.65,1.0,0.23,0.53,0.0,0.0,0.08,9
0.0,0.5,0.45,0.74,0.84,1.0,0.73,0.68,0.63,0.34,0.34,0.07,0.32,0.03,1.0,0.0,1
1.0,1.0,0.79,0.92,0.36,0.73,0.04,0.51,0.52,0.49,0.54,0.46,0.24,0.24,0.0,0.0,4
0.47,0.8,0.8,0.97,1.0,1.0,0.59,0.89,0.29,0.63,0.54,0.33,0.4,0.04,0.0,0.0,5
0.0,0.94,0.39,1.0,0.86,1.0,1.0,0.88,0.7,0.69,0.46,0.47,0.32,0.24,0.4,0.0,7
0.0,0.76,0.49,1.0,1.0,0.82,0.58,0.41,0.28,0.0,0.82,0.15,0.28,0.51,0.34,0.88,8
1.0,0.62,0.79,1.0,0.34,0.94,0.04,0.59,0.0,0.13,0.44,0.0,0.79,0.22,0.85,0.61,0
0.36,0.9,0.77,1.0,1.0,0.88,0.66,0.68,0.47,0.49,0.73,0.27,0.42,0.06,0.0,0.0,3
0.09,1.0,0.0,0.8,0.37,0.67,1.0,0.72,1.0,0.85,0.77,0.57,0.53,0.28,0.36,0.0,4
1.0,0.98,0.54,1.0,0.13,0.83,0.11,0.49,0.53,0.55,0.73,0.27,0.46,0.0,0.0,0.05,5
0.0,0.75,0.33,0.89,0.77,1.0,0.79,0.72,0.61,0.37,0.55,0.0,0.55,0.2,1.0,0.27,7
0.11,0.47,0.58,0.7,1.0,1.0,0.73,0.7,0.5,0.34,0.28,0.0,0.0,0.12,0.7,0.1,1
0.0,0.62,0.34,0.93,0.81,1.0,0.85,0.61,0.53,0.28,0.11,0.17,0.56,0.19,1.0,0.0,2
0.24,0.8,0.38,1.0,0.9,0.93,0.58,0.66,0.64,0.48,1.0,0.25,0.56,0.06,0.0,0.0,3
0.72,1.0,0.49,0.96,0.0,0.73,0.04,0.56,0.86,0.48,1.0,0.48,0.53,0.25,0.23,0.0,4
0.37,0.91,0.84,1.0,1.0,0.96,0.52,0.87,0.32,0.57,0.74,0.38,0.41,0.01,0.0,0.0,5
0.6,0.65,0.95,1.0,1.0,0.76,0.67,0.38,0.37,0.0,0.76,0.08,0.57,0.44,0.0,0.62,8
0.84,0.85,0.37,1.0,0.0,0.72,0.58,0.65,1.0,0.93,0.82,0.66,0.65,0.33,0.61,0.0,9
0.24,0.92,0.61,1.0,1.0,0.99,0.81,0.79,0.59,0.57,0.56,0.31,0.35,0.09,0.0,0.0,3
0.73,1.0,0.39,0.75,0.0,0.52,0.43,0.54,0.92,0.61,1.0,0.71,0.84,0.35,0.72,0.0,4
0.89,0.9,0.49,1.0,0.14,0.73,0.11,0.41,0.49,0.17,1.0,0.28,0.41,0.24,0.0,0.0,6
0.53,0.64,1.0,0.88,0.52,1.0,0.29,0.66,0.6,0.27,0.3,0.0,0.0,0.24,0.46,0.53,8
0.53,0.67,0.4,0.56,1.0,0.71,0.61,1.0,0.42,0.5,0.89,0.74,0.68,0.19,0.0,0.0,9
0.0,0.71,0.24,1.0,0.64,0.99,0.69,0.63,0.53,0.29,0.28,0.0,0.57,0.05,1.0,0.1,2
0.0,0.65,0.42,0.92,0.72,1.0,0.61,0.62,0.57,0.24,0.25,0.01,0.41,0.04,1.0,0.0,1
0.62,0.97,0.85,1.0,0.42,0.77,0.49,0.67,1.0,0.57,0.94,0.23,0.5,0.0,0.0,0.09,5
0.65,0.56,1.0,0.84,0.48,1.0,0.0,0.76,0.45,0.59,0.77,0.61,0.42,0.3,0.19,0.0,9
0.53,0.93,0.96,1.0,0.99,0.76,0.65,0.55,0.79,0.36,1.0,0.14,0.54,0.0,0.0,0.0,3
0.46,0.92,0.77,1.0,1.0,0.97,0.56,0.9,0.5,0.55,0.81,0.33,0.41,0.12,0.0,0.0,5
0.0,0.95,0.39,1.0,0.74,0.76,0.82,0.33,0.76,0.0,1.0,0.37,0.59,0.47,0.16,0.48,7
0.3,0.68,0.63,0.39,0.77,0.0,0.0,0.06,0.44,0.41,1.0,0.75,0.63,1.0,0.09,0.69,8
0.69,0.67,1.0,1.0,0.42,0.94,0.31,0.57,0.86,0.69,0.9,0.43,0.58,0.07,0.0,0.0,9
0.14,0.73,0.52,1.0,0.66,0.98,0.5,0.55,0.35,0.12,0.0,0.07,0.5,0.03,1.0,0.0,1
0.26,0.8,0.53,1.0,1.0,0.98,0.93,0.76,0.55,0.59,0.71,0.37,0.37,0.17,0.0,0.0,3
0.32,0.96,0.7,1.0,0.12,0.95,0.32,0.66,0.89,0.62,1.0,0.22,0.51,0.0,0.0,0.16,5
0.0,0.77,0.56,0.9,1.0,1.0,0.94,0.8,0.75,0.6,0.56,0.4,0.38,0.2,0.31,0.0,1
0.07,0.95,0.54,1.0,1.0,0.95,0.76,0.76,0.49,0.56,0.47,0.32,0.43,0.09,0.0,0.0,3
0.11,1.0,0.0,0.74,0.43,0.56,1.0,0.56,0.88,0.83,0.87,0.55,0.84,0.27,0.87,0.0,4
0.0,0.98,0.67,0.93,0.47,1.0,0.19,0.68,0.45,0.55,1.0,0.33,0.73,0.0,0.17,0.07,5
0.0,0.86,0.35,0.97,1.0,1.0,0.73,0.67,0.48,0.34,0.21,0.0,0.18,0.05,0.56,0.24,7
0.75,1.0,0.61,0.79,1.0,0.96,0.57,0.96,0.65,0.66,0.82,0.36,0.51,0.1,0.0,0.0,9
0.24,0.66,0.55,0.84,1.0,1.0,0.79,0.8,0.52,0.6,0.29,0.4,0.12,0.2,0.0,0.0,1
0.5,1.0,0.63,0.96,0.3,0.65,0.0,0.36,0.13,0.08,0.85,0.22,1.0,0.3,0.8,0.0,4
0.01,0.74,0.23,1.0,0.83,0.87,0.75,0.42,0.49,0.0,1.0,0.02,0.55,0.34,0.0,0.64,8
0.63,0.93,0.36,1.0,0.3,0.74,0.58,0.85,0.8,0.53,1.0,0.2,0.6,0.0,0.0,0.08,9
0.0,0.95,0.43,1.0,1.0,0.92,0.85,0.7,0.48,0.32,0.54,0.0,0.93,0.35,0.5,0.38,7
0.54,0.82,0.26,0.63,1.0,0.76,0.28,1.0,0.61,0.5,0.0,0.36,0.49,0.0,0.55,0.54,8
0.0,1.0,0.13,0.72,0.87,0.78,0.58,0.97,0.49,0.8,1.0,0.58,0.7,0.29,0.47,0.0,9
0.0,0.6,0.31,0.75,0.65,0.88,1.0,1.0,0.82,0.75,0.63,0.51,0.48,0.25,0.57,0.0,1
0.08,0.77,0.39,0.95,0.86,1.0,1.0,0.8,0.68,0.59,0.73,0.35,0.4,0.15,0.0,0.0,3
0.0,0.93,0.32,0.99,0.81,1.0,1.0,0.92,0.84,0.69,0.7,0.46,0.6,0.23,0.59,0.0,7
0.03,0.91,0.61,1.0,0.47,0.97,0.05,0.74,0.48,0.52,1.0,0.32,0.56,0.12,0.0,0.0,5
0.83,0.71,0.75,1.0,0.31,0.85,0.72,0.74,1.0,0.62,0.86,0.26,0.51,0.0,0.0,0.05,9
0.0,0.62,0.3,0.9,0.7,1.0,0.57,0.61,0.48,0.22,0.07,0.0,0.36,0.02,1.0,0.03,1
0.0,0.92,0.42,1.0,0.9,1.0,1.0,0.83,0.71,0.63,0.57,0.4,0.44,0.17,0.14,0.0,3
1.0,0.93,0.66,1.0,0.27,0.93,0.0,0.65,0.31,0.55,0.66,0.4,0.47,0.1,0.07,0.0,5
0.06,0.36,0.6,0.64,0.74,1.0,0.19,0.83,0.62,0.51,1.0,0.18,0.4,0.0,0.0,0.28,8
0.76,0.8,0.8,1.0,0.19,0.88,0.74,0.79,1.0,0.78,0.98,0.4,0.55,0.12,0.0,0.0,9
0.33,0.75,0.69,1.0,0.9,0.94,0.79,0.55,0.55,0.19,0.0,0.0,0.34,0.03,1.0,0.07,1
0.55,0.94,0.3,1.0,0.84,0.99,0.63,0.66,0.77,0.58,1.0,0.31,0.6,0.03,0.0,0.0,3
1.0,0.94,0.8,1.0,0.47,0.94,0.37,0.66,0.6,0.56,0.66,0.36,0.34,0.16,0.0,0.0,5
0.03,0.7,0.0,0.96,0.47,1.0,1.0,0.97,0.74,0.73,0.51,0.49,0.4,0.23,0.62,0.0,7
0.39,0.91,0.81,1.0,0.7,0.59,0.25,0.81,0.82,0.85,1.0,0.37,0.57,0.0,0.0,0.24,9
0.0,0.83,0.32,1.0,0.75,0.89,0.39,0.69,0.49,0.49,1.0,0.35,0.7,0.15,0.21,0.0,3
1.0,0.93,0.68,1.0,0.4,0.91,0.56,0.74,0.88,0.63,0.63,0.39,0.31,0.2,0.0,0.0,5
0.73,0.97,0.43,1.0,0.49,0.55,0.42,0.1,0.0,0.0,0.06,0.42,0.56,0.6,1.0,0.79,8
0.08,0.9,0.39,0.61,0.44,0.2,0.0,0.0,0.11,0.37,0.55,0.67,1.0,0.96,0.57,1.0,8
0.28,0.97,0.2,0.71,0.0,0.26,0.28,0.0,0.74,0.21,1.0,0.63,0.73,1.0,0.24,0.96,0
0.0,0.54,0.5,0.76,0.8,1.0,0.6,0.82,0.52,0.57,0.6,0.33,0.88,0.09,1.0,0.0,1
0.55,0.76,0.22,0.68,0.66,0.29,0.39,0.0,0.52,0.32,1.0,0.68,0.69,1.0,0.0,0.86,8
0.79,0.74,0.21,0.67,0.15,0.92,0.71,1.0,1.0,0.75,0.73,0.45,0.36,0.18,0.0,0.0,9
0.0,0.52,0.23,0.0,0.79,0.05,1.0,0.58,0.59,0.6,0.74,0.64,0.79,1.0,0.27,0.74,0
0.48,0.84,0.99,1.0,1.0,0.94,0.53,0.74,0.48,0.44,0.9,0.26,0.55,0.0,0.0,0.01,5
0.0,0.78,0.23,0.91,0.61,0.97,1.0,1.0,0.87,0.75,0.78,0.5,0.71,0.24,0.68,0.0,7
0.49,1.0,0.19,0.91,0.31,0.54,0.36,0.15,0.0,0.0,0.07,0.36,0.51,0.63,1.0,0.87,8
0.16,0.72,0.4,1.0,0.94,0.95,0.84,0.64,0.47,0.37,0.0,0.14,0.31,0.01,1.0,0.0,2
0.59,0.86,0.87,1.0,1.0,0.75,0.68,0.52,0.76,0.36,0.97,0.13,0.51,0.0,0.0,0.05,3
0.29,0.85,0.82,1.0,1.0,1.0,0.43,0.85,0.27,0.51,0.81,0.32,0.57,0.0,0.0,0.0,5
0.19,0.94,0.78,1.0,1.0,0.82,0.67,0.5,0.34,0.2,0.0,0.0,0.13,0.31,0.74,0.33,7
0.29,1.0,0.0,0.75,0.53,0.54,1.0,0.3,0.78,0.0,0.56,0.25,0.66,0.63,0.15,0.71,8
0.0,0.53,0.31,0.81,0.51,1.0,0.5,0.62,0.46,0.25,0.15,0.0,0.59,0.01,1.0,0.03,1
0.44,0.85,0.93,1.0,1.0,0.92,0.45,0.81,0.51,0.68,0.93,0.36,0.5,0.0,0.0,0.17,5
0.24,0.77,0.73,1.0,1.0,0.77,0.62,0.37,0.21,0.0,0.0,0.09,0.25,0.39,0.84,0.31,7
0.17,0.65,0.71,0.8,1.0,1.0,0.81,0.74,0.74,0.47,0.69,0.2,0.31,0.0,0.0,0.02,1
0.0,0.71,0.24,1.0,0.6,1.0,0.61,0.63,0.41,0.29,0.16,0.0,0.58,0.03,1.0,0.02,2
0.61,0.92,1.0,1.0,0.74,0.85,0.55,0.51,0.92,0.36,0.78,0.02,0.38,0.0,0.0,0.11,5
0.26,0.97,0.29,1.0,0.75,0.99,1.0,0.83,0.82,0.61,0.56,0.39,0.27,0.2,0.0,0.0,7
0.0,0.53,0.29,0.81,0.49,1.0,0.44,0.66,0.4,0.31,0.25,0.0,0.54,0.05,1.0,0.06,1
0.0,0.73,0.26,1.0,0.66,0.97,0.62,0.63,0.37,0.33,0.12,0.06,0.58,0.0,1.0,0.02,2
0.4,0.88,0.78,1.0,0.71,0.66,0.68,0.61,1.0,0.39,0.7,0.07,0.19,0.0,0.0,0.27,3
0.0,0.66,0.09,0.89,0.55,1.0,1.0,0.92,0.79,0.68,0.5,0.46,0.3,0.22,0.47,0.0,7
0.38,0.71,0.72,0.36,0.81,0.0,0.12,0.11,0.57,0.45,1.0,0.8,0.49,1.0,0.0,0.7,8
0.44,0.86,0.9,0.86,0.6,1.0,0.61,0.82,1.0,0.58,0.94,0.2,0.49,0.04,0.0,0.0,9
0.0,0.73,0.4,0.98,0.58,1.0,0.55,0.64,0.58,0.27,0.24,0.03,0.43,0.0,1.0,0.04,1
0.02,0.75,0.28,1.0,0.66,0.95,0.48,0.65,0.22,0.37,0.0,0.07,0.47,0.0,1.0,0.01,2
0.47,0.91,0.8,1.0,0.66,0.7,0.81,0.65,1.0,0.37,0.76,0.06,0.36,0.0,0.0,0.18,3
0.39,0.73,0.76,1.0,0.22,0.79,0.5,0.43,0.69,0.06,0.0,0.0,0.26,0.3,1.0,0.52,8
0.46,0.95,0.0,0.94,0.18,1.0,0.94,0.92,0.59,0.61,0.04,0.32,0.49,0.07,1.0,0.0,2
0.0,0.7,0.33,1.0,1.0,0.94,1.0,0.59,0.75,0.25,0.47,0.0,0.69,0.34,0.14,0.61,8
0.0,0.62,0.32,0.73,0.69,0.91,1.0,1.0,0.8,0.75,0.59,0.51,0.39,0.26,0.27,0.0,1
0.52,0.87,0.79,1.0,0.79,0.75,0.72,0.49,1.0,0.29,0.76,0.08,0.36,0.0,0.0,0.07,3
0.48,0.94,0.0,0.73,0.49,0.67,0.79,0.33,0.26,0.0,0.19,0.4,0.21,0.83,1.0,1.0,5
0.11,0.83,0.41,1.0,0.47,0.67,0.25,0.35,0.08,0.0,0.0,0.31,0.49,0.32,1.0,0.31,7
1.0,0.8,0.6,0.62,0.0,0.48,0.26,0.79,0.81,1.0,0.9,0.67,0.59,0.32,0.3,0.0,9
0.01,0.92,0.71,1.0,1.0,0.72,0.66,0.35,0.27,0.0,0.76,0.28,0.72,0.52,0.0,0.56,7
0.43,0.81,0.72,1.0,1.0,0.78,0.77,0.49,0.41,0.25,0.0,0.05,0.39,0.0,0.93,0.02,2
0.1,0.94,0.0,0.98,0.65,1.0,1.0,1.0,0.66,0.76,0.47,0.49,0.36,0.22,0.52,0.0,7
0.19,0.76,0.67,0.68,0.86,1.0,0.07,0.83,0.61,0.61,1.0,0.57,0.81,0.16,0.0,0.0,9
0.0,0.73,0.46,0.84,0.87,1.0,1.0,0.92,0.86,0.69,0.76,0.46,0.69,0.22,0.67,0.0,1
0.34,0.8,0.65,1.0,1.0,0.8,0.8,0.51,0.41,0.28,0.0,0.07,0.37,0.0,0.95,0.05,2
0.57,1.0,0.84,0.99,0.79,0.71,0.68,0.47,1.0,0.3,0.77,0.09,0.38,0.0,0.0,0.03,3
0.52,1.0,1.0,0.99,0.45,0.92,0.15,0.56,0.57,0.64,0.82,0.38,0.49,0.04,0.0,0.0,5
0.56,0.87,0.91,1.0,0.81,0.72,0.61,0.58,1.0,0.41,0.87,0.12,0.38,0.0,0.0,0.12,3
0.7,0.97,0.28,0.78,0.65,0.53,0.57,0.09,0.0,0.0,0.13,0.42,0.51,0.86,1.0,1.0,5
0.12,0.93,0.0,0.97,0.57,1.0,1.0,0.88,0.94,0.66,0.75,0.43,0.57,0.22,0.4,0.0,7
