a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,y_true
0.27,1.0,0.34,0.93,0.0,0.62,0.25,0.44,1.0,0.44,0.91,0.65,0.68,0.32,0.51,0.0,4
0.38,0.68,0.56,1.0,0.54,0.5,0.32,0.08,0.0,0.0,0.28,0.16,0.63,0.02,1.0,0.08,2
0.0,0.85,0.19,0.63,0.86,0.31,0.94,0.0,0.03,0.15,0.39,0.5,1.0,0.83,0.29,1.0,8
0.0,0.9,0.43,1.0,0.87,0.86,0.69,0.46,0.47,0.07,0.66,0.0,1.0,0.3,0.45,0.28,7
0.44,1.0,0.15,0.79,0.0,0.47,0.68,0.42,1.0,0.71,0.82,0.6,0.52,0.3,0.25,0.0,4
0.38,0.78,0.73,1.0,0.92,0.7,0.58,0.48,1.0,0.39,0.85,0.06,0.33,0.0,0.0,0.28,3
0.31,0.93,0.0,0.56,0.09,0.1,0.61,0.0,1.0,0.32,0.95,0.79,0.5,1.0,0.1,0.68,0
0.55,1.0,0.48,0.93,0.0,0.72,0.34,0.58,1.0,0.52,0.97,0.48,0.58,0.25,0.32,0.0,4
0.28,0.97,0.02,0.7,0.47,0.39,0.61,0.0,0.24,0.24,0.0,0.67,0.39,0.94,1.0,1.0,5
0.46,0.96,0.8,1.0,0.81,0.76,0.77,0.6,1.0,0.36,0.75,0.12,0.36,0.0,0.0,0.06,3
0.35,0.85,0.89,1.0,1.0,0.96,0.36,0.88,0.33,0.54,0.95,0.4,0.6,0.06,0.0,0.0,5
0.8,1.0,0.35,0.97,0.45,0.76,0.98,0.8,1.0,0.53,0.95,0.19,0.53,0.0,0.0,0.05,9
0.49,0.9,0.81,1.0,0.96,0.69,0.74,0.38,0.24,0.2,0.0,0.32,0.58,0.21,1.0,0.0,2
0.13,0.95,0.62,1.0,0.72,0.61,0.58,0.19,0.37,0.0,0.0,0.31,0.47,0.37,1.0,0.35,7
0.87,1.0,0.11,0.9,0.62,0.63,1.0,0.28,0.53,0.0,0.0,0.23,0.45,0.57,0.94,0.89,8
0.91,0.69,0.48,0.57,0.09,0.79,0.6,1.0,1.0,0.75,0.95,0.4,0.64,0.08,0.0,0.0,9
0.0,0.65,0.46,0.8,0.88,1.0,1.0,0.94,0.76,0.69,0.53,0.45,0.29,0.2,0.26,0.0,1
0.02,0.79,0.48,1.0,0.81,0.75,0.59,0.33,0.22,0.0,0.0,0.03,0.49,0.13,1.0,0.06,2
0.72,0.69,0.82,0.97,0.04,1.0,0.0,0.74,0.91,0.78,1.0,0.53,0.6,0.27,0.24,0.0,9
0.0,0.42,0.22,0.57,0.69,0.79,1.0,1.0,0.69,0.75,0.38,0.51,0.14,0.26,0.03,0.0,1
1.0,0.81,0.37,1.0,0.0,0.71,0.49,0.36,0.71,0.0,0.18,0.22,0.51,0.59,0.9,0.93,8
0.63,1.0,0.31,0.82,0.0,0.52,0.36,0.29,1.0,0.45,0.99,0.59,0.59,0.3,0.28,0.0,4
0.0,0.95,0.43,1.0,0.66,0.65,0.61,0.25,0.47,0.0,0.11,0.32,0.41,0.44,1.0,0.55,7
0.75,0.82,0.28,1.0,0.0,0.67,0.77,0.36,1.0,0.0,0.16,0.15,0.4,0.55,0.84,0.92,8
0.5,0.98,0.1,0.61,0.0,0.1,0.49,0.0,0.95,0.27,1.0,0.76,0.52,1.0,0.02,0.86,0
0.35,1.0,0.08,0.73,0.0,0.39,0.58,0.24,1.0,0.44,1.0,0.67,0.79,0.34,0.71,0.0,4
1.0,0.84,0.49,0.78,0.79,0.39,0.84,0.0,0.0,0.13,0.37,0.5,0.93,0.85,0.18,1.0,8
0.66,1.0,0.26,0.74,0.0,0.49,0.8,0.6,1.0,0.75,0.59,0.78,0.37,0.38,0.03,0.0,4
0.81,0.8,0.53,1.0,0.43,0.73,0.87,0.88,1.0,0.59,0.88,0.16,0.46,0.0,0.0,0.0,9
1.0,0.99,0.68,1.0,0.47,0.74,0.52,0.52,0.81,0.42,0.63,0.14,0.3,0.0,0.0,0.16,5
0.15,1.0,0.04,0.75,0.0,0.5,0.55,0.41,1.0,0.57,0.85,0.49,0.83,0.24,0.77,0.0,4
0.32,1.0,0.13,0.72,0.0,0.41,0.52,0.28,1.0,0.31,0.83,0.6,0.56,0.32,0.41,0.0,4
0.0,0.57,0.35,0.95,1.0,1.0,0.95,0.57,0.53,0.19,0.43,0.0,0.6,0.38,0.0,0.63,8
0.21,0.89,0.13,0.64,0.67,0.42,0.42,0.0,0.0,0.17,0.05,0.68,0.34,1.0,1.0,0.97,5
0.34,0.87,0.71,1.0,0.8,0.75,0.65,0.52,1.0,0.37,0.84,0.11,0.44,0.0,0.0,0.01,3
0.61,0.88,1.0,1.0,0.96,0.81,0.75,0.6,0.8,0.36,0.81,0.13,0.44,0.0,0.0,0.01,3
1.0,0.81,0.64,1.0,0.43,0.68,0.87,0.77,0.81,0.55,1.0,0.2,0.57,0.0,0.0,0.08,9
0.79,0.9,1.0,0.93,0.63,1.0,0.82,0.84,0.99,0.61,0.87,0.22,0.44,0.0,0.0,0.19,9
0.7,0.96,0.2,0.74,0.0,0.34,0.28,0.0,0.8,0.23,1.0,0.63,0.82,1.0,0.26,0.8,0
0.85,0.98,0.39,1.0,0.07,0.6,0.0,0.16,0.54,0.0,1.0,0.28,0.4,0.38,0.05,0.09,6
0.32,0.73,0.59,1.0,0.81,0.71,0.54,0.36,0.16,0.09,0.0,0.02,0.5,0.02,1.0,0.0,2
0.45,0.9,0.13,0.52,0.88,0.46,0.74,0.05,0.0,0.0,0.04,0.43,0.26,0.9,1.0,1.0,5
0.66,0.98,0.55,0.7,0.98,0.68,1.0,1.0,0.57,0.92,0.33,0.62,0.16,0.31,0.0,0.0,0
0.51,0.82,1.0,1.0,0.54,0.76,0.0,0.54,0.08,0.32,0.84,0.45,0.49,0.25,0.27,0.0,4
0.41,1.0,0.0,0.74,0.09,0.26,0.49,0.0,0.93,0.22,1.0,0.69,0.61,0.98,0.1,0.91,0
0.53,0.86,0.14,0.64,0.0,0.29,0.26,0.0,0.76,0.18,1.0,0.52,0.98,0.87,0.49,1.0,0
0.69,0.98,0.82,0.55,1.0,1.0,0.44,0.82,0.92,0.72,0.91,0.46,0.64,0.0,0.0,0.0,9
0.0,0.73,0.36,0.77,0.81,0.98,1.0,1.0,0.92,0.75,0.84,0.49,0.78,0.23,0.93,0.0,1
0.31,1.0,0.32,0.94,0.01,0.56,0.0,0.13,0.53,0.0,1.0,0.21,0.56,0.37,0.05,0.18,6
0.39,1.0,0.12,0.74,0.0,0.44,0.38,0.3,0.85,0.32,1.0,0.51,0.95,0.3,0.86,0.0,4
0.6,0.8,0.12,0.5,0.03,0.0,0.57,0.1,0.97,0.5,1.0,1.0,0.46,0.92,0.0,0.59,0
0.11,0.78,0.0,0.56,0.53,0.41,0.46,0.0,0.03,0.1,0.04,0.7,0.46,1.0,1.0,0.94,5
0.7,1.0,0.35,0.59,0.96,0.65,0.56,0.93,0.67,0.71,1.0,0.53,0.66,0.03,0.0,0.0,9
0.0,0.71,0.36,0.67,0.73,0.77,1.0,1.0,0.98,0.95,0.86,0.62,0.74,0.3,0.6,0.0,1
0.07,0.67,0.62,0.39,1.0,0.08,0.38,0.0,0.24,0.33,0.57,0.67,0.74,1.0,0.0,0.91,8
0.4,0.94,0.0,0.51,0.06,0.0,0.71,0.05,1.0,0.52,0.77,1.0,0.18,0.82,0.06,0.32,0
0.0,0.49,0.25,0.58,0.62,0.79,1.0,1.0,0.96,0.79,0.81,0.53,0.67,0.26,0.58,0.0,1
0.52,1.0,0.0,0.36,0.36,0.0,1.0,0.52,0.4,0.73,0.15,0.45,0.65,0.6,0.05,0.02,0
0.09,1.0,0.0,0.62,0.52,0.48,0.45,0.0,0.02,0.13,0.03,0.68,0.37,0.99,1.0,1.0,5
0.93,0.91,0.4,1.0,0.43,0.8,0.79,0.92,0.91,0.56,1.0,0.2,0.57,0.0,0.0,0.01,9
1.0,1.0,0.54,0.8,0.24,0.55,0.0,0.28,0.0,0.0,0.57,0.01,0.61,0.22,0.0,0.15,6
0.28,1.0,0.0,0.8,0.25,0.53,0.96,0.46,1.0,0.74,0.71,0.66,0.43,0.33,0.28,0.0,4
0.73,1.0,0.49,0.62,0.0,0.38,0.56,0.43,1.0,0.57,0.88,0.78,0.65,0.39,0.49,0.0,4
0.0,0.87,0.32,1.0,0.75,0.9,0.64,0.45,0.49,0.0,0.82,0.1,1.0,0.33,0.54,0.37,7
0.76,0.93,0.24,1.0,0.0,0.72,0.58,0.73,0.74,0.74,1.0,0.42,0.92,0.12,0.37,0.0,9
0.45,0.97,0.09,0.67,0.0,0.26,0.36,0.0,0.82,0.14,1.0,0.53,0.79,0.93,0.32,1.0,0
0.17,0.6,0.36,0.95,0.44,1.0,0.42,0.59,0.37,0.18,0.0,0.0,0.51,0.01,1.0,0.05,1
0.77,1.0,0.31,0.84,0.0,0.44,0.01,0.0,0.6,0.05,1.0,0.4,0.83,0.81,0.32,0.72,0
