a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,y_true
0.63,0.93,0.69,1.0,0.38,0.67,0.16,0.31,0.43,0.04,1.0,0.22,0.48,0.25,0.0,0.0,6
0.0,0.96,0.47,0.95,1.0,1.0,0.71,0.73,0.52,0.37,0.41,0.0,0.26,0.2,0.52,0.33,7
1.0,0.62,0.79,1.0,0.34,0.94,0.04,0.59,0.0,0.13,0.44,0.0,0.79,0.22,0.85,0.61,0
0.51,0.76,0.68,0.91,1.0,1.0,0.83,0.8,0.59,0.6,0.34,0.4,0.1,0.2,0.0,0.0,1
0.13,0.78,0.35,1.0,0.83,0.96,0.63,0.66,0.27,0.42,0.0,0.13,0.43,0.0,1.0,0.01,2
0.46,0.85,0.8,1.0,0.83,0.7,0.52,0.48,1.0,0.39,0.91,0.1,0.43,0.0,0.0,0.06,3
0.65,0.89,0.61,1.0,0.16,0.73,0.0,0.47,0.65,0.4,1.0,0.59,0.61,0.3,0.28,0.0,4
0.79,0.9,0.61,1.0,0.26,0.73,0.44,0.6,0.97,0.5,1.0,0.17,0.51,0.0,0.0,0.08,5
0.32,0.84,0.66,1.0,1.0,0.8,0.64,0.4,0.3,0.0,0.68,0.11,0.36,0.52,0.0,0.91,8
0.7,1.0,0.02,0.5,0.15,0.01,1.0,0.36,0.7,0.79,0.36,0.56,0.67,0.51,0.0,0.0,0
0.15,0.78,0.44,1.0,1.0,0.95,0.76,0.69,0.37,0.44,0.0,0.21,0.14,0.0,0.83,0.03,2
0.6,1.0,0.38,0.82,0.0,0.59,0.17,0.39,0.93,0.49,1.0,0.47,0.69,0.23,0.39,0.0,4
0.56,0.86,1.0,1.0,0.64,0.92,0.18,0.73,0.48,0.62,0.81,0.38,0.5,0.07,0.0,0.0,5
0.97,1.0,0.57,0.82,0.24,0.51,0.0,0.2,0.32,0.0,1.0,0.12,0.91,0.42,0.25,0.56,6
0.0,0.92,0.39,0.99,1.0,1.0,0.82,0.66,0.5,0.33,0.17,0.0,0.19,0.17,0.65,0.3,7
0.68,0.82,0.34,1.0,0.0,0.65,0.08,0.22,0.57,0.0,1.0,0.24,0.88,0.66,0.4,0.92,0
0.67,0.86,1.0,1.0,0.79,0.83,0.58,0.67,0.38,0.5,0.21,0.33,0.04,0.17,0.0,0.0,1
0.24,0.92,0.61,1.0,1.0,0.99,0.81,0.79,0.59,0.57,0.56,0.31,0.35,0.09,0.0,0.0,3
1.0,1.0,0.86,0.89,0.42,0.71,0.0,0.52,0.23,0.39,0.62,0.46,0.35,0.23,0.09,0.0,4
1.0,0.94,0.62,1.0,0.21,0.79,0.18,0.44,0.68,0.51,0.86,0.21,0.46,0.0,0.0,0.1,5
0.0,0.88,0.4,1.0,0.79,0.86,0.67,0.44,0.64,0.0,1.0,0.15,0.7,0.32,0.23,0.37,7
1.0,0.53,0.95,0.92,0.46,1.0,0.11,0.69,0.0,0.26,0.34,0.0,0.76,0.25,0.88,0.62,0
0.04,0.68,0.28,0.98,0.75,1.0,0.64,0.65,0.31,0.36,0.0,0.08,0.43,0.0,1.0,0.06,2
0.47,0.8,0.71,1.0,1.0,0.89,0.38,0.72,0.44,0.48,0.91,0.23,0.45,0.0,0.0,0.1,3
1.0,1.0,0.6,0.99,0.27,0.83,0.15,0.52,0.47,0.44,0.76,0.26,0.42,0.07,0.0,0.0,5
0.36,0.93,0.31,0.55,0.79,1.0,0.0,0.73,0.31,0.53,0.27,0.0,1.0,0.37,0.32,0.46,8
1.0,0.79,0.64,1.0,0.3,0.86,0.63,0.73,0.77,0.63,0.72,0.27,0.42,0.0,0.0,0.05,9
0.0,0.65,0.47,0.78,0.8,1.0,0.73,0.61,0.71,0.22,0.42,0.0,0.46,0.06,1.0,0.02,1
0.45,1.0,0.09,0.76,0.4,0.64,1.0,0.7,0.76,0.79,0.53,0.53,0.25,0.26,0.0,0.0,4
0.58,0.81,0.9,1.0,1.0,0.96,0.58,0.86,0.38,0.67,0.67,0.36,0.39,0.0,0.0,0.1,5
0.89,1.0,0.8,0.97,0.44,0.61,0.44,0.2,0.99,0.0,1.0,0.31,0.4,0.46,0.0,0.29,6
0.96,0.64,1.0,1.0,0.5,0.99,0.15,0.68,0.0,0.31,0.22,0.0,0.47,0.27,0.14,0.25,6
0.16,1.0,0.09,0.74,0.0,0.33,0.23,0.0,0.77,0.13,1.0,0.5,0.7,0.8,0.15,0.74,0
0.65,0.9,0.97,1.0,0.95,0.73,0.72,0.48,0.39,0.25,0.0,0.05,0.43,0.0,1.0,0.0,2
0.0,0.81,0.38,1.0,0.84,1.0,0.81,0.67,0.69,0.33,0.63,0.0,0.5,0.21,1.0,0.27,7
0.5,0.54,0.8,0.96,0.38,1.0,0.37,0.5,0.46,0.0,0.0,0.15,0.45,0.45,1.0,0.61,8
0.0,0.88,0.47,1.0,0.96,0.9,1.0,0.59,0.8,0.28,0.53,0.0,0.37,0.29,0.88,0.25,7
0.18,0.72,0.68,0.49,0.65,0.13,0.0,0.0,0.21,0.35,0.63,0.67,1.0,1.0,0.37,0.84,8
0.55,0.54,0.34,0.74,0.0,0.92,0.56,1.0,1.0,0.82,1.0,0.54,0.86,0.27,0.7,0.0,9
0.0,0.82,0.42,1.0,0.73,1.0,0.63,0.58,0.52,0.16,0.19,0.08,0.5,0.03,1.0,0.0,1
0.51,1.0,0.85,0.98,1.0,0.8,0.67,0.67,0.59,0.43,0.67,0.17,0.37,0.01,0.0,0.0,3
0.0,0.75,0.33,0.89,0.77,1.0,0.79,0.72,0.61,0.37,0.55,0.0,0.55,0.2,1.0,0.27,7
0.5,0.83,0.26,0.62,0.58,1.0,0.14,0.6,0.02,0.3,0.5,0.0,1.0,0.51,0.0,0.34,8
0.26,0.91,0.74,1.0,0.74,0.77,0.48,0.53,0.19,0.3,0.0,0.05,0.47,0.0,1.0,0.02,2
0.7,1.0,0.49,0.72,1.0,0.71,0.64,0.97,0.69,0.69,0.86,0.32,0.54,0.02,0.0,0.0,9
0.21,0.65,0.8,0.84,1.0,1.0,0.8,0.72,0.75,0.43,0.66,0.14,0.0,0.03,0.29,0.0,1
0.53,0.96,0.98,1.0,1.0,0.85,0.67,0.68,0.71,0.45,0.78,0.22,0.45,0.06,0.0,0.0,3
0.55,0.92,1.0,1.0,0.73,0.86,0.43,0.59,0.72,0.4,0.89,0.12,0.46,0.0,0.0,0.0,5
0.14,0.91,0.56,1.0,0.68,0.67,0.53,0.33,0.35,0.0,0.0,0.12,0.41,0.29,1.0,0.35,7
0.23,0.69,0.6,0.33,0.48,0.0,0.0,0.19,0.48,0.5,1.0,0.81,0.68,1.0,0.17,0.71,8
0.75,1.0,0.61,0.79,1.0,0.96,0.57,0.96,0.65,0.66,0.82,0.36,0.51,0.1,0.0,0.0,9
0.17,0.65,0.71,0.8,1.0,1.0,0.81,0.74,0.74,0.47,0.69,0.2,0.31,0.0,0.0,0.02,1
0.01,0.97,0.68,0.98,0.39,1.0,0.21,0.63,0.55,0.5,1.0,0.25,0.46,0.0,0.0,0.19,5
1.0,1.0,0.46,0.93,0.11,0.62,0.0,0.26,0.42,0.0,0.96,0.18,0.55,0.31,0.35,0.02,6
0.54,0.63,1.0,0.76,0.8,1.0,0.43,0.75,0.51,0.35,0.47,0.0,0.0,0.16,0.27,0.46,8
0.69,0.67,1.0,1.0,0.42,0.94,0.31,0.57,0.86,0.69,0.9,0.43,0.58,0.07,0.0,0.0,9
0.11,0.23,0.44,0.0,0.87,0.15,1.0,0.5,0.83,0.84,0.41,1.0,0.0,0.8,0.02,0.46,0
0.55,0.94,0.3,1.0,0.84,0.99,0.63,0.66,0.77,0.58,1.0,0.31,0.6,0.03,0.0,0.0,3
0.61,1.0,0.29,0.76,0.04,0.52,0.0,0.28,0.46,0.08,1.0,0.29,0.71,0.23,0.82,0.0,4
1.0,1.0,0.57,0.92,0.24,0.87,0.0,0.58,0.33,0.57,0.66,0.42,0.48,0.13,0.08,0.0,5
0.0,0.86,0.4,1.0,0.85,0.89,0.53,0.63,0.53,0.41,1.0,0.26,0.74,0.04,0.22,0.0,3
0.1,0.94,0.0,0.98,0.65,1.0,1.0,1.0,0.66,0.76,0.47,0.49,0.36,0.22,0.52,0.0,7
0.0,0.78,0.4,1.0,0.97,0.78,0.69,0.39,0.44,0.0,1.0,0.07,0.35,0.37,0.22,0.73,8
0.7,1.0,0.17,0.88,0.36,0.66,0.89,0.9,0.88,0.78,1.0,0.42,0.68,0.09,0.0,0.0,9
0.06,0.79,0.42,0.95,1.0,1.0,0.35,0.88,0.0,0.56,0.62,0.41,0.64,0.0,0.02,0.0,5
0.19,0.94,0.78,1.0,1.0,0.82,0.67,0.5,0.34,0.2,0.0,0.0,0.13,0.31,0.74,0.33,7
0.0,0.91,0.47,0.7,0.62,1.0,0.43,0.78,0.91,0.7,1.0,0.3,0.68,0.0,0.29,0.12,9
0.0,0.88,0.35,1.0,0.69,0.85,0.62,0.58,0.66,0.32,1.0,0.14,0.74,0.01,0.31,0.0,3
0.43,0.87,1.0,1.0,0.96,0.93,0.47,0.72,0.53,0.48,0.91,0.34,0.58,0.02,0.0,0.0,5
0.57,1.0,0.3,0.77,0.08,0.53,0.0,0.28,0.1,0.04,0.6,0.0,1.0,0.16,0.62,0.24,6
0.15,0.95,0.69,1.0,0.75,0.66,0.51,0.33,0.22,0.0,0.0,0.09,0.3,0.29,1.0,0.33,7
0.23,0.65,0.67,0.85,1.0,1.0,0.87,0.75,0.77,0.49,0.72,0.23,0.46,0.0,0.0,0.0,1
1.0,0.54,0.48,0.62,0.0,0.75,0.25,1.0,0.65,0.9,0.6,0.59,0.48,0.3,0.33,0.0,9
0.0,0.71,0.39,0.81,0.77,1.0,1.0,0.92,0.86,0.69,0.7,0.47,0.54,0.24,0.45,0.0,1
0.2,0.76,0.5,1.0,1.0,0.95,0.75,0.69,0.9,0.51,0.88,0.23,0.49,0.0,0.0,0.07,3
0.03,0.7,0.0,0.96,0.47,1.0,1.0,0.97,0.74,0.73,0.51,0.49,0.4,0.23,0.62,0.0,7
0.3,0.97,0.82,1.0,0.65,0.67,0.19,0.87,0.81,0.83,1.0,0.39,0.68,0.0,0.0,0.16,9
0.0,0.79,0.47,0.96,1.0,1.0,0.8,0.74,0.39,0.51,0.05,0.26,0.25,0.04,0.82,0.0,2
0.54,0.97,0.2,0.73,0.48,0.34,0.35,0.0,0.0,0.22,0.5,0.5,1.0,0.78,0.71,1.0,8
0.32,0.84,0.79,0.64,0.85,1.0,0.35,0.78,0.74,0.68,1.0,0.37,0.82,0.0,0.0,0.0,9
0.22,0.7,0.46,0.96,1.0,1.0,0.86,0.72,0.68,0.47,0.9,0.2,0.47,0.0,0.0,0.08,3
0.29,1.0,0.0,0.75,0.53,0.54,1.0,0.3,0.78,0.0,0.56,0.25,0.66,0.63,0.15,0.71,8
0.0,0.7,0.35,0.87,0.59,1.0,0.61,0.79,0.64,0.58,0.72,0.37,0.81,0.17,1.0,0.0,1
0.36,0.7,0.53,0.99,1.0,1.0,0.88,0.68,0.85,0.43,0.91,0.13,0.47,0.0,0.0,0.12,3
0.0,0.81,0.53,0.71,1.0,1.0,0.47,1.0,0.14,0.69,0.77,0.76,0.78,0.42,0.61,0.0,9
0.38,0.68,0.68,1.0,0.66,0.82,0.62,0.44,0.55,0.07,0.0,0.0,0.57,0.03,1.0,0.07,1
0.44,0.89,0.85,1.0,0.88,0.75,0.64,0.56,1.0,0.41,0.82,0.12,0.41,0.0,0.0,0.14,3
0.59,0.79,0.92,0.7,0.76,1.0,0.66,0.82,1.0,0.59,0.82,0.19,0.44,0.0,0.0,0.01,9
0.48,1.0,0.89,1.0,0.76,0.77,0.69,0.56,1.0,0.35,0.89,0.11,0.45,0.0,0.0,0.08,3
0.37,1.0,0.14,0.55,0.84,0.61,1.0,0.2,0.38,0.0,0.02,0.43,0.0,0.83,0.72,0.87,5
0.0,0.92,0.52,1.0,0.98,0.83,1.0,0.48,0.85,0.13,0.59,0.0,0.44,0.17,0.99,0.18,7
0.29,0.83,0.61,1.0,1.0,0.97,0.79,0.75,0.58,0.49,0.61,0.19,0.38,0.0,0.0,0.05,3
0.29,0.66,0.53,1.0,0.92,0.91,0.81,0.52,0.5,0.18,0.0,0.0,0.42,0.06,1.0,0.06,2
0.59,0.82,0.11,0.67,1.0,0.65,0.54,1.0,0.4,0.48,0.0,0.22,0.6,0.0,0.43,0.52,8
0.03,0.65,0.37,0.55,1.0,0.81,0.54,1.0,0.0,0.75,0.85,0.68,0.69,0.34,0.58,0.0,9
0.0,0.82,0.32,0.75,0.7,0.88,1.0,1.0,0.89,0.75,0.75,0.5,0.61,0.25,0.54,0.0,1
0.45,0.69,0.58,1.0,0.94,0.83,0.75,0.47,0.39,0.18,0.0,0.0,0.5,0.09,1.0,0.02,2
0.09,0.96,0.72,1.0,0.96,0.77,0.41,0.59,0.57,0.46,1.0,0.23,0.68,0.0,0.0,0.05,3
0.56,0.71,0.31,1.0,0.16,0.66,0.24,0.23,0.0,0.0,0.17,0.34,0.57,0.57,1.0,0.76,8
1.0,0.92,0.62,1.0,0.21,0.75,0.51,0.73,0.87,0.85,0.63,0.51,0.36,0.17,0.0,0.0,9
0.38,1.0,1.0,0.92,0.88,0.77,0.75,0.62,0.5,0.46,0.25,0.3,0.12,0.15,0.0,0.0,1
0.54,0.71,0.71,1.0,0.92,0.77,0.7,0.4,0.37,0.1,0.0,0.0,0.5,0.07,1.0,0.09,2
0.09,0.32,0.6,0.62,0.8,1.0,0.06,0.93,0.36,0.56,1.0,0.27,0.57,0.0,0.0,0.25,8
0.79,0.89,0.57,1.0,0.65,0.89,1.0,0.91,0.83,0.62,0.59,0.36,0.32,0.13,0.0,0.0,9
0.0,0.75,0.45,0.85,1.0,1.0,0.84,0.8,0.71,0.59,0.58,0.37,0.55,0.15,0.63,0.0,1
0.54,0.74,0.72,1.0,0.76,0.7,0.57,0.38,0.26,0.09,0.0,0.03,0.5,0.0,1.0,0.01,2
0.14,1.0,0.75,0.97,0.74,0.99,0.21,0.8,0.42,0.52,1.0,0.24,0.51,0.0,0.0,0.23,5
0.93,0.93,0.44,1.0,0.26,0.73,0.53,0.51,1.0,0.46,0.86,0.12,0.38,0.0,0.0,0.13,5
0.24,0.77,0.73,1.0,1.0,0.77,0.62,0.37,0.21,0.0,0.0,0.09,0.25,0.39,0.84,0.31,7
0.0,0.6,0.24,0.82,0.84,1.0,1.0,0.9,0.73,0.68,0.43,0.44,0.18,0.22,0.14,0.0,1
0.12,0.93,0.0,0.97,0.57,1.0,1.0,0.88,0.94,0.66,0.75,0.43,0.57,0.22,0.4,0.0,7
0.77,1.0,0.37,0.88,0.61,0.68,1.0,0.85,0.84,0.69,0.72,0.41,0.39,0.18,0.0,0.0,9
0.0,0.8,0.35,0.84,0.84,1.0,1.0,0.89,0.82,0.67,0.63,0.44,0.41,0.22,0.22,0.0,1
1.0,0.93,0.68,1.0,0.4,0.91,0.56,0.74,0.88,0.63,0.63,0.39,0.31,0.2,0.0,0.0,5
0.09,0.93,0.41,1.0,0.59,0.59,0.41,0.16,0.11,0.0,0.0,0.37,0.5,0.34,1.0,0.25,7
0.87,1.0,0.49,0.88,0.5,0.46,0.42,0.06,0.0,0.0,0.1,0.36,0.58,0.51,1.0,0.75,8
0.44,0.82,0.42,0.51,1.0,0.77,0.47,1.0,0.0,0.81,0.74,0.69,0.54,0.35,0.36,0.0,9
0.0,0.63,0.54,0.77,0.91,0.99,1.0,1.0,0.83,0.75,0.67,0.5,0.5,0.25,0.48,0.0,1
0.0,0.79,0.39,0.85,1.0,1.0,0.95,0.92,0.8,0.69,0.73,0.46,0.63,0.23,0.59,0.0,1
0.1,1.0,0.0,0.77,0.3,0.6,0.73,0.55,1.0,0.71,0.77,0.53,0.64,0.27,0.57,0.0,4
0.57,0.96,0.0,0.87,0.46,0.65,0.63,0.15,0.07,0.0,0.03,0.39,0.43,0.84,1.0,1.0,5
0.0,0.71,0.07,0.96,0.53,1.0,1.0,0.94,0.78,0.7,0.52,0.47,0.29,0.24,0.14,0.0,7
0.6,1.0,0.2,0.91,0.32,0.52,0.45,0.12,0.0,0.0,0.05,0.35,0.53,0.54,1.0,0.73,8
0.76,1.0,1.0,0.94,0.88,0.77,0.76,0.61,0.6,0.46,0.4,0.3,0.2,0.14,0.0,0.0,1
0.0,0.93,0.33,1.0,0.43,0.51,0.35,0.0,0.03,0.22,0.12,0.48,0.55,0.59,1.0,0.64,7
0.65,1.0,0.04,0.79,0.73,0.52,1.0,0.17,0.31,0.0,0.0,0.35,0.49,0.68,0.69,0.97,8
0.56,0.97,0.2,1.0,0.49,0.79,0.64,0.97,0.95,0.61,1.0,0.18,0.53,0.0,0.0,0.1,9
0.0,0.87,0.27,1.0,0.55,0.87,0.68,0.68,0.82,0.5,1.0,0.32,1.0,0.13,0.73,0.0,3
0.01,0.92,0.71,1.0,1.0,0.72,0.66,0.35,0.27,0.0,0.76,0.28,0.72,0.52,0.0,0.56,7
0.3,1.0,0.0,0.78,0.56,0.82,0.44,0.78,0.75,0.51,1.0,0.22,0.72,0.0,0.15,0.07,9
1.0,0.81,0.83,0.96,0.26,1.0,0.0,0.88,0.16,0.54,0.69,0.4,0.87,0.06,0.34,0.0,5
0.84,0.76,0.76,1.0,0.19,0.88,0.55,0.83,1.0,0.82,0.73,0.53,0.38,0.26,0.0,0.0,9
0.47,0.89,0.33,0.69,1.0,0.51,0.83,0.1,0.14,0.0,0.0,0.44,0.09,0.9,0.81,1.0,5
0.37,0.55,1.0,0.72,0.94,1.0,0.52,0.75,0.57,0.37,0.57,0.0,0.0,0.02,0.09,0.36,8
0.48,0.94,0.0,0.73,0.49,0.67,0.79,0.33,0.26,0.0,0.19,0.4,0.21,0.83,1.0,1.0,5
1.0,0.8,0.54,0.77,0.25,0.96,0.78,1.0,0.99,0.74,0.76,0.45,0.42,0.2,0.0,0.0,9
1.0,0.9,0.97,1.0,0.68,0.74,0.45,0.47,0.35,0.2,0.77,0.01,0.61,0.18,0.0,0.0,6
0.33,0.75,0.68,1.0,1.0,0.98,0.52,0.92,0.37,0.51,0.79,0.35,0.47,0.06,0.0,0.0,5
0.54,0.64,0.3,0.96,0.15,0.61,0.69,0.27,0.52,0.0,0.0,0.3,0.48,0.66,1.0,1.0,8
1.0,0.91,0.71,1.0,0.38,0.83,0.78,0.87,0.88,0.7,0.64,0.42,0.35,0.18,0.0,0.0,9
0.34,0.62,0.51,0.96,0.55,0.56,0.5,0.13,0.0,0.0,0.06,0.56,0.38,1.0,1.0,0.9,5
0.53,0.79,0.0,0.92,0.19,0.58,0.8,0.27,0.57,0.0,0.26,0.34,0.8,0.68,1.0,1.0,8
0.01,0.8,0.0,0.73,0.22,0.99,0.71,1.0,1.0,0.98,0.83,0.65,0.67,0.32,0.55,0.0,7
0.08,0.44,0.0,0.66,0.5,0.89,1.0,1.0,0.83,0.75,0.61,0.5,0.56,0.25,0.61,0.0,1
0.62,0.76,0.0,0.82,0.29,1.0,0.9,0.98,1.0,0.74,0.9,0.49,0.75,0.25,0.7,0.0,9
0.0,0.43,0.32,0.58,0.67,0.79,1.0,1.0,0.89,0.76,0.76,0.51,0.63,0.25,0.59,0.0,1
0.0,0.6,0.31,0.7,0.64,0.88,1.0,1.0,0.9,0.75,0.79,0.5,0.73,0.25,0.7,0.0,1
0.0,0.62,0.22,0.89,0.69,1.0,0.86,0.77,0.59,0.5,0.28,0.26,0.47,0.04,1.0,0.0,2
0.47,0.63,0.01,0.67,0.0,0.88,0.45,1.0,0.9,0.9,1.0,0.59,0.81,0.28,0.55,0.0,9
0.0,0.52,0.33,0.67,0.68,0.82,1.0,1.0,0.94,0.77,0.82,0.5,0.69,0.23,0.72,0.0,1
0.15,0.62,0.56,1.0,1.0,0.88,0.74,0.43,0.41,0.0,0.88,0.08,0.65,0.5,0.0,0.6,8
0.0,0.54,0.49,0.75,0.96,1.0,0.91,0.75,0.69,0.45,0.51,0.16,0.27,0.0,1.0,0.06,1
0.18,0.75,0.0,0.74,0.35,0.97,1.0,1.0,0.88,0.79,0.72,0.49,0.52,0.18,0.4,0.0,7
1.0,0.99,0.62,1.0,0.36,0.78,0.47,0.51,0.82,0.44,0.69,0.14,0.34,0.0,0.0,0.14,5
0.31,0.9,0.63,1.0,1.0,0.76,0.75,0.36,0.56,0.0,0.96,0.34,0.61,0.43,0.0,0.45,7
1.0,0.92,0.65,1.0,0.46,0.85,0.49,0.58,0.77,0.42,0.67,0.18,0.35,0.06,0.0,0.0,5
