a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,y_true
0.67,1.0,0.36,0.82,0.0,0.6,0.05,0.37,0.66,0.38,1.0,0.5,0.73,0.25,0.56,0.0,4
0.47,0.96,1.0,1.0,0.53,0.93,0.15,0.74,0.46,0.58,0.77,0.34,0.51,0.09,0.0,0.0,5
0.25,0.75,0.85,1.0,0.49,0.72,0.18,0.4,0.0,0.07,0.51,0.0,1.0,0.28,0.49,0.29,6
0.3,0.98,0.3,0.76,0.72,0.38,0.6,0.0,0.0,0.11,0.44,0.48,1.0,0.83,0.49,1.0,8
0.0,0.62,0.32,0.73,0.69,0.91,1.0,1.0,0.8,0.75,0.59,0.51,0.39,0.26,0.27,0.0,1
0.24,0.7,0.38,1.0,0.79,0.88,0.67,0.5,0.34,0.2,0.0,0.11,0.5,0.06,1.0,0.0,2
0.55,0.94,0.3,1.0,0.84,0.99,0.63,0.66,0.77,0.58,1.0,0.31,0.6,0.03,0.0,0.0,3
1.0,1.0,0.57,0.94,0.29,0.76,0.48,0.63,0.83,0.49,0.71,0.19,0.36,0.0,0.0,0.04,5
0.75,1.0,0.4,0.9,0.11,0.59,0.0,0.27,0.32,0.0,0.98,0.05,1.0,0.28,0.38,0.16,6
0.0,0.93,0.46,1.0,0.76,0.8,0.7,0.4,0.66,0.0,0.44,0.15,0.51,0.41,1.0,0.39,7
0.77,1.0,0.31,0.84,0.0,0.44,0.01,0.0,0.6,0.05,1.0,0.4,0.83,0.81,0.32,0.72,0
0.38,1.0,1.0,0.92,0.88,0.77,0.75,0.62,0.5,0.46,0.25,0.3,0.12,0.15,0.0,0.0,1
0.42,0.7,0.54,1.0,0.85,0.91,0.63,0.6,0.32,0.33,0.0,0.07,0.47,0.0,1.0,0.02,2
1.0,1.0,0.69,0.76,0.33,0.52,0.0,0.27,0.58,0.33,0.87,0.53,0.56,0.28,0.38,0.0,4
0.34,0.91,1.0,1.0,0.71,0.96,0.18,0.75,0.38,0.6,0.89,0.46,0.61,0.16,0.0,0.0,5
1.0,1.0,0.81,0.99,0.48,0.74,0.19,0.47,0.0,0.15,0.3,0.0,0.51,0.25,0.08,0.29,6
0.0,0.89,0.41,1.0,0.89,0.93,1.0,0.62,0.84,0.31,0.64,0.0,0.27,0.17,0.54,0.34,7
0.3,0.73,0.81,0.71,0.82,1.0,0.33,0.91,0.81,0.68,1.0,0.35,0.55,0.09,0.0,0.0,9
1.0,0.35,0.94,0.76,0.62,1.0,0.22,0.75,0.0,0.37,0.18,0.0,0.58,0.17,0.71,0.55,0
0.28,0.64,0.39,1.0,0.78,0.98,0.62,0.61,0.3,0.31,0.0,0.13,0.51,0.1,1.0,0.0,2
0.0,0.87,0.27,1.0,0.55,0.87,0.68,0.68,0.82,0.5,1.0,0.32,1.0,0.13,0.73,0.0,3
1.0,1.0,0.73,0.78,0.38,0.59,0.0,0.41,0.33,0.36,0.67,0.43,0.4,0.22,0.27,0.0,4
0.52,0.87,1.0,1.0,0.92,0.95,0.44,0.77,0.71,0.51,0.94,0.22,0.47,0.0,0.0,0.05,5
0.0,0.96,0.47,0.95,1.0,1.0,0.71,0.73,0.52,0.37,0.41,0.0,0.26,0.2,0.52,0.33,7
0.1,0.81,0.61,1.0,1.0,0.76,0.64,0.38,0.35,0.0,0.83,0.1,0.51,0.48,0.0,0.76,8
0.28,0.76,0.8,0.85,0.44,1.0,0.48,0.85,1.0,0.71,0.96,0.37,0.51,0.15,0.0,0.0,9
0.49,0.79,0.69,1.0,0.9,0.72,0.67,0.43,0.29,0.21,0.0,0.03,0.5,0.06,1.0,0.0,2
0.45,0.92,0.69,1.0,0.69,0.7,0.6,0.44,1.0,0.28,0.78,0.04,0.33,0.0,0.0,0.15,3
0.97,1.0,0.57,0.82,0.24,0.51,0.0,0.2,0.32,0.0,1.0,0.12,0.91,0.42,0.25,0.56,6
0.45,1.0,0.09,0.76,0.4,0.64,1.0,0.7,0.76,0.79,0.53,0.53,0.25,0.26,0.0,0.0,4
1.0,1.0,0.54,0.92,0.19,0.77,0.12,0.53,0.58,0.56,0.73,0.27,0.43,0.01,0.0,0.0,5
0.93,0.93,0.6,1.0,0.19,0.71,0.0,0.39,0.23,0.08,1.0,0.09,0.86,0.26,0.38,0.0,6
0.4,0.64,0.67,0.82,1.0,1.0,0.81,0.8,0.6,0.6,0.38,0.4,0.15,0.2,0.0,0.0,1
0.13,1.0,0.0,0.76,0.28,0.53,0.94,0.56,1.0,0.76,0.93,0.66,0.94,0.33,0.91,0.0,4
0.33,0.75,0.68,1.0,1.0,0.98,0.52,0.92,0.37,0.51,0.79,0.35,0.47,0.06,0.0,0.0,5
0.0,0.94,0.45,1.0,0.75,0.76,0.61,0.38,0.52,0.0,0.93,0.14,1.0,0.38,0.37,0.41,7
0.33,0.88,0.39,0.59,0.63,1.0,0.0,0.65,0.28,0.43,0.4,0.0,1.0,0.42,0.25,0.47,8
0.84,0.7,0.94,1.0,0.48,0.9,0.6,0.66,1.0,0.68,0.78,0.32,0.47,0.0,0.0,0.02,9
0.59,1.0,0.24,0.68,0.24,0.19,0.69,0.0,1.0,0.42,0.74,0.85,0.21,0.63,0.0,0.19,0
0.23,0.65,0.67,0.85,1.0,1.0,0.87,0.75,0.77,0.49,0.72,0.23,0.46,0.0,0.0,0.0,1
0.26,0.8,0.57,1.0,0.72,0.75,0.54,0.44,0.24,0.18,0.0,0.11,0.5,0.08,1.0,0.0,2
0.47,1.0,0.88,0.93,1.0,0.74,0.63,0.61,0.46,0.43,0.59,0.21,0.42,0.04,0.0,0.0,3
0.5,1.0,0.63,0.96,0.3,0.65,0.0,0.36,0.13,0.08,0.85,0.22,1.0,0.3,0.8,0.0,4
1.0,0.88,1.0,1.0,0.76,0.73,0.52,0.44,0.4,0.16,0.8,0.0,0.56,0.2,0.0,0.01,6
0.0,1.0,0.6,0.99,0.68,0.68,0.59,0.34,0.54,0.0,1.0,0.15,0.68,0.35,0.08,0.44,7
0.88,0.82,0.55,1.0,0.0,0.81,0.38,0.61,1.0,0.76,0.94,0.56,0.75,0.26,0.63,0.0,9
0.26,0.87,0.67,1.0,0.8,0.76,0.61,0.48,0.33,0.23,0.0,0.01,0.48,0.0,1.0,0.03,2
0.38,0.95,0.53,1.0,0.19,0.8,0.0,0.59,0.61,0.65,1.0,0.89,0.75,0.47,0.49,0.0,4
0.47,0.8,0.8,0.97,1.0,1.0,0.59,0.89,0.29,0.63,0.54,0.33,0.4,0.04,0.0,0.0,5
0.08,0.92,0.37,1.0,0.66,0.67,0.59,0.24,0.27,0.0,0.0,0.32,0.5,0.28,1.0,0.24,7
0.7,1.0,0.49,0.72,1.0,0.71,0.64,0.97,0.69,0.69,0.86,0.32,0.54,0.02,0.0,0.0,9
0.0,0.8,0.35,0.84,0.84,1.0,1.0,0.89,0.82,0.67,0.63,0.44,0.41,0.22,0.22,0.0,1
0.2,0.7,0.29,1.0,0.63,0.82,0.53,0.46,0.29,0.14,0.0,0.0,0.5,0.03,1.0,0.04,2
0.24,0.92,0.61,1.0,1.0,0.99,0.81,0.79,0.59,0.57,0.56,0.31,0.35,0.09,0.0,0.0,3
0.58,0.81,0.9,1.0,1.0,0.96,0.58,0.86,0.38,0.67,0.67,0.36,0.39,0.0,0.0,0.1,5
0.0,0.96,0.41,1.0,1.0,0.88,0.59,0.49,0.34,0.0,0.53,0.04,0.64,0.33,0.08,0.34,7
0.27,0.75,0.64,1.0,1.0,0.99,0.79,0.7,0.45,0.44,0.06,0.2,0.0,0.0,0.64,0.06,2
0.29,0.83,0.61,1.0,1.0,0.97,0.79,0.75,0.58,0.49,0.61,0.19,0.38,0.0,0.0,0.05,3
0.0,1.0,0.07,0.92,0.05,0.68,0.19,0.45,0.86,0.34,1.0,0.45,0.74,0.23,0.67,0.0,4
0.3,0.68,0.63,0.39,0.77,0.0,0.0,0.06,0.44,0.41,1.0,0.75,0.63,1.0,0.09,0.69,8
0.55,0.77,0.45,0.66,1.0,0.88,0.49,1.0,0.0,0.78,0.69,0.63,0.7,0.32,0.59,0.0,9
0.26,0.91,0.74,1.0,0.74,0.77,0.48,0.53,0.19,0.3,0.0,0.05,0.47,0.0,1.0,0.02,2
0.0,0.73,0.27,0.97,0.9,1.0,0.86,0.73,0.66,0.49,1.0,0.25,0.68,0.0,0.31,0.09,3
1.0,1.0,0.88,0.93,0.45,0.71,0.0,0.48,0.78,0.45,0.75,0.48,0.45,0.24,0.32,0.0,4
1.0,0.89,0.68,1.0,0.22,0.89,0.0,0.55,0.49,0.66,0.83,0.43,0.63,0.09,0.14,0.0,5
0.5,0.83,0.26,0.62,0.58,1.0,0.14,0.6,0.02,0.3,0.5,0.0,1.0,0.51,0.0,0.34,8
0.29,0.71,0.55,1.0,0.74,0.75,0.59,0.39,0.3,0.09,0.0,0.08,0.49,0.0,1.0,0.02,2
1.0,1.0,0.58,0.96,0.2,0.95,0.0,0.62,0.28,0.58,0.66,0.45,0.55,0.11,0.17,0.0,5
0.54,0.63,1.0,0.76,0.8,1.0,0.43,0.75,0.51,0.35,0.47,0.0,0.0,0.16,0.27,0.46,8
1.0,0.92,0.62,1.0,0.21,0.75,0.51,0.73,0.87,0.85,0.63,0.51,0.36,0.17,0.0,0.0,9
0.65,0.94,1.0,1.0,0.82,0.83,0.71,0.67,0.41,0.5,0.18,0.33,0.06,0.17,0.0,0.0,1
0.0,0.75,0.23,0.96,0.68,1.0,1.0,0.86,0.72,0.62,0.77,0.33,0.5,0.12,0.1,0.0,3
0.35,0.96,1.0,1.0,0.44,0.93,0.0,0.73,0.27,0.6,0.85,0.46,0.76,0.17,0.21,0.0,5
0.0,0.95,0.35,1.0,0.59,0.78,0.61,0.52,0.46,0.27,0.22,0.05,0.56,0.0,1.0,0.01,2
0.72,1.0,0.51,0.87,0.0,0.56,0.66,0.48,1.0,0.62,0.75,0.84,0.47,0.42,0.19,0.0,4
0.24,1.0,0.77,0.93,1.0,0.72,0.71,0.48,0.46,0.23,0.28,0.0,0.0,0.24,0.31,0.35,7
0.38,0.71,0.72,0.36,0.81,0.0,0.12,0.11,0.57,0.45,1.0,0.8,0.49,1.0,0.0,0.7,8
0.0,0.82,0.42,1.0,0.73,1.0,0.63,0.58,0.52,0.16,0.19,0.08,0.5,0.03,1.0,0.0,1
0.89,1.0,0.56,0.85,0.0,0.62,0.44,0.5,1.0,0.54,0.82,0.77,0.52,0.38,0.2,0.0,4
0.0,0.63,0.63,0.33,0.72,0.0,0.2,0.09,0.58,0.42,1.0,0.74,0.56,1.0,0.07,0.71,8
0.0,0.6,0.45,0.83,0.66,1.0,0.56,0.64,0.62,0.27,0.44,0.0,0.36,0.01,1.0,0.01,1
0.19,0.84,0.63,1.0,1.0,0.93,0.6,0.73,0.74,0.51,0.96,0.3,0.5,0.13,0.0,0.0,3
0.0,0.81,0.38,1.0,0.84,1.0,0.81,0.67,0.69,0.33,0.63,0.0,0.5,0.21,1.0,0.27,7
0.59,0.82,0.11,0.67,1.0,0.65,0.54,1.0,0.4,0.48,0.0,0.22,0.6,0.0,0.43,0.52,8
0.89,0.81,0.49,1.0,0.0,0.84,0.39,0.68,1.0,0.75,0.94,0.54,0.84,0.24,0.51,0.0,9
0.0,0.5,0.45,0.74,0.84,1.0,0.73,0.68,0.63,0.34,0.34,0.07,0.32,0.03,1.0,0.0,1
0.4,0.88,0.95,1.0,0.88,1.0,0.4,0.77,0.72,0.61,1.0,0.33,0.58,0.07,0.0,0.0,5
0.79,0.89,0.57,1.0,0.65,0.89,1.0,0.91,0.83,0.62,0.59,0.36,0.32,0.13,0.0,0.0,9
0.0,0.72,0.33,0.92,0.73,1.0,0.69,0.72,0.48,0.46,0.3,0.19,0.55,0.0,1.0,0.0,2
0.31,0.94,1.0,1.0,0.66,0.96,0.05,0.79,0.0,0.5,0.69,0.37,0.92,0.1,0.22,0.0,5
0.0,0.57,0.35,0.95,1.0,1.0,0.95,0.57,0.53,0.19,0.43,0.0,0.6,0.38,0.0,0.63,8
0.73,0.85,0.93,0.77,0.73,1.0,0.53,0.7,1.0,0.64,0.97,0.21,0.48,0.0,0.0,0.24,9
0.22,1.0,0.0,0.54,0.18,0.1,1.0,0.14,0.94,0.56,0.63,1.0,0.59,0.5,0.6,0.0,4
0.0,0.72,0.09,1.0,0.68,0.94,0.74,0.63,0.49,0.34,0.06,0.09,0.3,0.0,1.0,0.01,2
0.08,0.94,0.71,1.0,0.39,0.96,0.06,0.71,0.6,0.71,1.0,0.35,0.55,0.0,0.0,0.16,5
0.0,0.86,0.22,1.0,0.49,0.92,0.46,0.63,0.35,0.35,0.45,0.09,0.72,0.01,1.0,0.0,2
0.58,0.85,1.0,1.0,0.87,0.94,0.52,0.72,0.59,0.43,0.85,0.27,0.47,0.02,0.0,0.0,5
0.0,0.95,0.43,1.0,1.0,0.93,0.64,0.62,0.33,0.29,0.01,0.0,0.01,0.36,0.72,0.36,7
0.29,1.0,0.0,0.75,0.53,0.54,1.0,0.3,0.78,0.0,0.56,0.25,0.66,0.63,0.15,0.71,8
0.0,0.54,0.49,0.75,0.96,1.0,0.91,0.75,0.69,0.45,0.51,0.16,0.27,0.0,1.0,0.06,1
0.0,0.87,0.35,1.0,0.71,0.87,0.61,0.53,0.33,0.28,0.21,0.03,0.6,0.0,1.0,0.0,2
0.53,0.96,0.98,1.0,1.0,0.85,0.67,0.68,0.71,0.45,0.78,0.22,0.45,0.06,0.0,0.0,3
0.24,0.91,0.82,1.0,0.88,0.95,0.33,0.82,0.51,0.51,1.0,0.32,0.53,0.04,0.0,0.0,5
0.0,0.92,0.42,0.97,0.86,1.0,0.72,0.54,0.6,0.0,0.4,0.0,0.56,0.22,1.0,0.21,7
0.25,0.55,0.74,0.63,0.65,1.0,0.01,0.75,0.25,0.43,1.0,0.66,0.49,0.34,0.0,0.0,9
0.0,0.97,0.02,0.58,0.19,0.21,0.65,0.0,1.0,0.29,0.98,0.67,0.66,1.0,0.16,0.93,0
0.0,0.77,0.34,1.0,0.82,0.97,0.72,0.64,0.39,0.36,0.04,0.1,0.48,0.01,1.0,0.0,2
0.06,0.97,0.63,1.0,0.95,0.79,0.48,0.6,0.67,0.52,1.0,0.28,0.56,0.08,0.0,0.0,3
0.01,0.9,0.53,1.0,0.73,0.77,0.22,0.6,0.62,0.53,1.0,0.26,0.55,0.04,0.0,0.0,3
0.24,0.92,0.81,1.0,0.26,0.79,0.19,0.54,0.83,0.66,1.0,0.34,0.62,0.04,0.0,0.0,5
0.19,0.94,0.78,1.0,1.0,0.82,0.67,0.5,0.34,0.2,0.0,0.0,0.13,0.31,0.74,0.33,7
0.56,0.97,0.2,1.0,0.49,0.79,0.64,0.97,0.95,0.61,1.0,0.18,0.53,0.0,0.0,0.1,9
0.0,0.75,0.04,0.98,0.64,1.0,1.0,0.92,0.72,0.7,0.46,0.48,0.27,0.24,0.25,0.0,7
0.84,1.0,0.54,0.77,0.58,0.4,0.48,0.05,0.0,0.0,0.12,0.28,0.6,0.44,1.0,0.65,8
0.59,0.65,1.0,0.98,0.31,1.0,0.1,0.64,0.83,0.67,0.85,0.52,0.6,0.13,0.0,0.0,9
0.0,0.51,0.33,0.75,0.68,1.0,0.51,0.85,0.53,0.59,0.58,0.33,0.65,0.07,1.0,0.0,1
0.0,0.9,0.43,1.0,0.74,0.81,0.71,0.57,0.49,0.35,0.19,0.13,0.43,0.0,1.0,0.01,2
0.04,0.86,0.54,1.0,0.85,0.72,0.8,0.32,0.76,0.0,1.0,0.37,0.48,0.4,0.0,0.38,7
0.47,0.72,0.69,1.0,1.0,0.83,0.83,0.46,0.47,0.17,0.0,0.0,0.4,0.07,0.94,0.04,2
0.66,0.88,1.0,0.7,0.83,1.0,0.42,0.7,0.96,0.71,0.95,0.38,0.64,0.0,0.0,0.01,9
0.2,0.76,0.5,1.0,1.0,0.95,0.75,0.69,0.9,0.51,0.88,0.23,0.49,0.0,0.0,0.07,3
0.09,0.93,0.41,1.0,0.59,0.59,0.41,0.16,0.11,0.0,0.0,0.37,0.5,0.34,1.0,0.25,7
0.53,0.64,1.0,0.88,0.52,1.0,0.29,0.66,0.6,0.27,0.3,0.0,0.0,0.24,0.46,0.53,8
0.84,1.0,0.34,0.84,0.69,0.76,0.91,0.8,0.9,0.55,1.0,0.29,0.6,0.11,0.0,0.0,9
0.0,0.7,0.35,0.87,0.59,1.0,0.61,0.79,0.64,0.58,0.72,0.37,0.81,0.17,1.0,0.0,1
0.29,0.66,0.53,1.0,0.92,0.91,0.81,0.52,0.5,0.18,0.0,0.0,0.42,0.06,1.0,0.06,2
0.29,0.74,0.53,1.0,1.0,0.99,0.75,0.71,0.81,0.51,0.81,0.2,0.38,0.0,0.0,0.15,3
0.64,0.97,0.32,0.67,0.19,0.26,0.0,0.0,0.3,0.36,0.67,0.67,1.0,1.0,0.47,0.88,8
0.55,0.78,0.81,1.0,0.67,0.7,0.51,0.4,0.36,0.1,0.0,0.0,0.49,0.04,1.0,0.07,1
0.36,0.7,0.53,0.99,1.0,1.0,0.88,0.68,0.85,0.43,0.91,0.13,0.47,0.0,0.0,0.12,3
0.0,0.6,0.24,0.82,0.84,1.0,1.0,0.9,0.73,0.68,0.43,0.44,0.18,0.22,0.14,0.0,1
0.0,0.65,0.51,0.62,0.69,1.0,0.6,0.66,0.58,0.25,1.0,0.09,0.51,0.02,0.1,0.0,1
0.43,0.81,0.72,1.0,1.0,0.78,0.77,0.49,0.41,0.25,0.0,0.05,0.39,0.0,0.93,0.02,2
0.38,0.69,0.43,0.95,1.0,1.0,0.96,0.73,0.53,0.51,0.76,0.26,0.52,0.0,0.0,0.02,3
0.0,0.89,0.56,1.0,0.95,0.76,0.72,0.37,0.47,0.0,0.1,0.03,0.32,0.16,1.0,0.22,7
1.0,0.75,0.82,1.0,0.29,0.91,0.2,0.74,0.74,0.74,0.63,0.42,0.3,0.15,0.0,0.0,9
0.36,0.77,0.77,1.0,0.71,0.76,0.55,0.33,0.43,0.0,0.0,0.14,0.5,0.16,1.0,0.17,1
0.0,0.68,0.26,1.0,0.69,0.94,0.62,0.52,0.31,0.19,0.18,0.18,0.6,0.0,1.0,0.08,2
1.0,1.0,0.63,0.98,0.38,0.91,0.42,0.66,0.77,0.56,0.6,0.34,0.3,0.16,0.0,0.0,5
0.06,0.27,0.47,0.57,0.62,1.0,0.08,0.91,0.48,0.56,1.0,0.25,0.51,0.0,0.0,0.22,8
1.0,0.79,0.52,1.0,0.0,0.78,0.25,0.5,0.83,0.68,0.99,0.77,0.83,0.38,0.62,0.0,9
0.26,0.93,0.7,1.0,0.75,0.55,0.44,0.17,0.0,0.0,0.06,0.24,0.54,0.24,1.0,0.12,2
0.41,0.8,0.6,1.0,1.0,0.97,0.98,0.73,0.94,0.48,0.75,0.26,0.42,0.09,0.0,0.0,3
0.64,1.0,0.38,0.98,0.0,0.75,0.23,0.61,0.85,0.46,1.0,0.48,0.69,0.24,0.43,0.0,4
0.31,0.9,0.63,1.0,1.0,0.76,0.75,0.36,0.56,0.0,0.96,0.34,0.61,0.43,0.0,0.45,7
1.0,0.79,0.64,1.0,0.3,0.86,0.63,0.73,0.77,0.63,0.72,0.27,0.42,0.0,0.0,0.05,9
0.76,1.0,1.0,0.94,0.88,0.77,0.76,0.61,0.6,0.46,0.4,0.3,0.2,0.14,0.0,0.0,1
0.0,0.91,0.25,0.63,0.86,0.33,0.75,0.0,0.14,0.11,0.53,0.43,1.0,0.75,0.75,1.0,8
0.09,0.8,0.56,1.0,1.0,0.87,0.88,0.51,0.51,0.23,0.0,0.04,0.29,0.04,0.88,0.0,2
0.64,1.0,0.57,0.7,0.0,0.52,0.55,0.48,0.95,0.53,1.0,0.68,0.85,0.32,0.71,0.0,4
0.25,0.86,0.0,0.69,0.19,0.98,0.69,0.96,1.0,1.0,0.81,0.66,0.67,0.32,0.54,0.0,7
0.0,0.6,0.2,0.68,0.59,0.85,1.0,1.0,0.86,0.76,0.67,0.5,0.49,0.26,0.39,0.0,1
0.0,0.82,0.31,1.0,0.47,0.68,0.36,0.34,0.08,0.05,0.12,0.2,0.6,0.18,1.0,0.0,2
1.0,0.94,0.8,1.0,0.47,0.94,0.37,0.66,0.6,0.56,0.66,0.36,0.34,0.16,0.0,0.0,5
0.18,0.75,0.0,0.74,0.35,0.97,1.0,1.0,0.88,0.79,0.72,0.49,0.52,0.18,0.4,0.0,7
0.71,0.84,0.25,1.0,0.0,0.69,0.56,0.66,0.76,0.74,1.0,0.36,0.66,0.05,0.07,0.0,9
0.0,0.93,0.41,1.0,0.62,0.75,0.44,0.39,0.26,0.03,0.05,0.0,0.29,0.19,1.0,0.28,7
0.62,0.76,0.0,0.82,0.29,1.0,0.9,0.98,1.0,0.74,0.9,0.49,0.75,0.25,0.7,0.0,9
0.42,0.75,0.7,1.0,0.75,0.66,0.51,0.29,0.14,0.0,0.0,0.06,0.49,0.13,1.0,0.15,2
